Name,Win %,patch
ShacoShaco,46.59%,12.22
ShacoShaco,47.62%,12.22
ShenShen,64.04%,12.22
ShyvanaShyvana,59.67%,12.22
SingedSinged,55.88%,12.22
SionSion,57.50%,12.22
SionSion,42.34%,12.22
SivirSivir,56.74%,12.22
SkarnerSkarner,50.00%,12.22
SonaSona,48.07%,12.22
SorakaSoraka,48.42%,12.22
SwainSwain,61.00%,12.22
SwainSwain,50.00%,12.22
SwainSwain,52.17%,12.22
SylasSylas,53.73%,12.22
SylasSylas,49.47%,12.22
SyndraSyndra,55.39%,12.22
SyndraSyndra,61.04%,12.22
Tahm KenchTahm Kench,44.44%,12.22
Tahm KenchTahm Kench,39.13%,12.22
TaliyahTaliyah,54.02%,12.22
TaliyahTaliyah,56.67%,12.22
TalonTalon,51.87%,12.22
TalonTalon,44.37%,12.22
TaricTaric,52.83%,12.22
TeemoTeemo,56.18%,12.22
TeemoTeemo,52.17%,12.22
ThreshThresh,54.62%,12.22
TristanaTristana,55.71%,12.22
TristanaTristana,54.21%,12.22
TrundleTrundle,61.90%,12.22
TrundleTrundle,60.00%,12.22
TryndamereTryndamere,63.93%,12.22
TryndamereTryndamere,54.12%,12.22
Twisted FateTwisted Fate,36.84%,12.22
TwitchTwitch,60.82%,12.22
TwitchTwitch,54.55%,12.22
TwitchTwitch,55.32%,12.22
UdyrUdyr,53.60%,12.22
UdyrUdyr,61.22%,12.22
UrgotUrgot,51.43%,12.22
VarusVarus,49.35%,12.22
VayneVayne,65.85%,12.22
VayneVayne,54.46%,12.22
VeigarVeigar,45.68%,12.22
Vel'KozVel'Koz,48.57%,12.22
Vel'KozVel'Koz,37.50%,12.22
VexVex,57.26%,12.22
ViVi,58.82%,12.22
ViegoViego,56.18%,12.22
ViktorViktor,48.47%,12.22
VladimirVladimir,55.97%,12.22
VladimirVladimir,56.67%,12.22
VolibearVolibear,59.26%,12.22
VolibearVolibear,50.00%,12.22
WarwickWarwick,44.62%,12.22
WarwickWarwick,41.03%,12.22
WukongWukong,52.96%,12.22
XayahXayah,55.42%,12.22
XerathXerath,60.00%,12.22
XerathXerath,52.17%,12.22
Xin ZhaoXin Zhao,50.00%,12.22
YasuoYasuo,57.19%,12.22
YasuoYasuo,58.14%,12.22
YasuoYasuo,56.00%,12.22
YoneYone,54.38%,12.22
YoneYone,52.42%,12.22
YorickYorick,47.06%,12.22
YuumiYuumi,50.00%,12.22
ZacZac,39.47%,12.22
ZedZed,50.13%,12.22
ZedZed,50.00%,12.22
ZeriZeri,50.82%,12.22
ZiggsZiggs,65.38%,12.22
ZiggsZiggs,44.00%,12.22
ZileanZilean,50.54%,12.22
ZileanZilean,52.38%,12.22
ZoeZoe,45.37%,12.22
ZyraZyra,59.65%,12.22
AatroxAatrox,51.09%,12.21
AhriAhri,52.28%,12.21
AkaliAkali,49.28%,12.21
AkaliAkali,46.15%,12.21
AkshanAkshan,54.17%,12.21
AkshanAkshan,47.46%,12.21
AlistarAlistar,49.04%,12.21
AmumuAmumu,66.67%,12.21
AmumuAmumu,51.58%,12.21
AniviaAnivia,62.79%,12.21
AnnieAnnie,43.24%,12.21
ApheliosAphelios,46.68%,12.21
AsheAshe,51.94%,12.21
AsheAshe,46.88%,12.21
Aurelion SolAurelion Sol,0.00%,12.21
AzirAzir,47.26%,12.21
BardBard,47.22%,12.21
Bel'VethBel'Veth,57.43%,12.21
BlitzcrankBlitzcrank,46.88%,12.21
BlitzcrankBlitzcrank,38.24%,12.21
BrandBrand,57.41%,12.21
BraumBraum,56.57%,12.21
CaitlynCaitlyn,51.84%,12.21
CamilleCamille,55.31%,12.21
CassiopeiaCassiopeia,48.89%,12.21
Cho'GathCho'Gath,63.41%,12.21
Cho'GathCho'Gath,51.35%,12.21
CorkiCorki,49.30%,12.21
DariusDarius,47.54%,12.21
DianaDiana,52.12%,12.21
DianaDiana,42.86%,12.21
Dr. MundoDr. Mundo,44.74%,12.21
DravenDraven,53.92%,12.21
EkkoEkko,52.14%,12.21
EkkoEkko,52.08%,12.21
EliseElise,51.06%,12.21
EvelynnEvelynn,48.98%,12.21
EzrealEzreal,48.28%,12.21
FiddlesticksFiddlesticks,53.13%,12.21
FioraFiora,51.46%,12.21
FizzFizz,57.95%,12.21
GalioGalio,63.89%,12.21
GangplankGangplank,51.65%,12.21
GangplankGangplank,50.00%,12.21
GarenGaren,42.57%,12.21
GnarGnar,58.24%,12.21
GragasGragas,59.26%,12.21
GragasGragas,48.67%,12.21
GragasGragas,51.43%,12.21
GravesGraves,54.35%,12.21
GwenGwen,58.82%,12.21
HecarimHecarim,49.15%,12.21
HeimerdingerHeimerdinger,60.39%,12.21
HeimerdingerHeimerdinger,61.67%,12.21
IllaoiIllaoi,60.98%,12.21
IreliaIrelia,56.38%,12.21
IreliaIrelia,52.21%,12.21
IvernIvern,52.38%,12.21
JannaJanna,59.61%,12.21
Jarvan IVJarvan IV,53.44%,12.21
JaxJax,54.43%,12.21
JayceJayce,53.20%,12.21
JhinJhin,51.58%,12.21
JinxJinx,51.38%,12.21
K'SanteK'Sante,49.54%,12.21
Kai'SaKai'Sa,50.51%,12.21
KalistaKalista,53.08%,12.21
KarmaKarma,50.21%,12.21
KarmaKarma,59.26%,12.21
KarmaKarma,49.40%,12.21
KarthusKarthus,53.37%,12.21
KarthusKarthus,56.92%,12.21
KassadinKassadin,54.84%,12.21
KatarinaKatarina,51.61%,12.21
KayleKayle,47.54%,12.21
KayleKayle,35.00%,12.21
KaynKayn,54.01%,12.21
KennenKennen,54.69%,12.21
Kha'ZixKha'Zix,53.71%,12.21
KindredKindred,51.31%,12.21
KledKled,47.83%,12.21
Kog'MawKog'Maw,58.18%,12.21
LeBlancLeBlanc,47.97%,12.21
Lee SinLee Sin,51.52%,12.21
LeonaLeona,57.14%,12.21
LilliaLillia,51.39%,12.21
LissandraLissandra,40.74%,12.21
LucianLucian,54.25%,12.21
LuluLulu,53.00%,12.21
LuxLux,55.56%,12.21
LuxLux,54.17%,12.21
MalphiteMalphite,56.32%,12.21
MalphiteMalphite,40.74%,12.21
MalzaharMalzahar,46.90%,12.21
MaokaiMaokai,55.00%,12.21
MaokaiMaokai,50.00%,12.21
MaokaiMaokai,50.42%,12.21
Master YiMaster Yi,54.95%,12.21
Miss FortuneMiss Fortune,50.33%,12.21
MordekaiserMordekaiser,58.77%,12.21
MordekaiserMordekaiser,40.00%,12.21
MorganaMorgana,58.62%,12.21
NamiNami,55.24%,12.21
NasusNasus,52.38%,12.21
NasusNasus,53.73%,12.21
NautilusNautilus,52.21%,12.21
NeekoNeeko,0.00%,12.21
NidaleeNidalee,50.00%,12.21
NilahNilah,55.65%,12.21
NocturneNocturne,36.56%,12.21
NunuNunu,45.45%,12.21
OlafOlaf,60.71%,12.21
OlafOlaf,58.62%,12.21
OriannaOrianna,54.95%,12.21
OrnnOrnn,45.03%,12.21
PantheonPantheon,48.39%,12.21
PantheonPantheon,46.15%,12.21
PantheonPantheon,50.00%,12.21
PoppyPoppy,56.45%,12.21
PoppyPoppy,58.73%,12.21
PykePyke,52.10%,12.21
QiyanaQiyana,54.95%,12.21
QiyanaQiyana,63.04%,12.21
QuinnQuinn,53.19%,12.21
RakanRakan,55.32%,12.21
RammusRammus,55.74%,12.21
Rek'SaiRek'Sai,54.44%,12.21
RellRell,47.31%,12.21
Renata GlascRenata Glasc,53.23%,12.21
RenektonRenekton,57.14%,12.21
RenektonRenekton,45.95%,12.21
RengarRengar,57.58%,12.21
RengarRengar,49.36%,12.21
RivenRiven,52.08%,12.21
RumbleRumble,59.15%,12.21
RumbleRumble,58.33%,12.21
RumbleRumble,50.00%,12.21
RyzeRyze,56.25%,12.21
RyzeRyze,38.55%,12.21
SamiraSamira,50.26%,12.21
SejuaniSejuani,55.32%,12.21
SejuaniSejuani,54.07%,12.21
SennaSenna,52.27%,12.21
SeraphineSeraphine,59.15%,12.21
SeraphineSeraphine,50.00%,12.21
SeraphineSeraphine,32.00%,12.21
SettSett,47.59%,12.21
SettSett,58.06%,12.21
SettSett,52.38%,12.21
ShacoShaco,45.69%,12.21
ShenShen,49.11%,12.21
ShyvanaShyvana,62.64%,12.21
SingedSinged,51.72%,12.21
SingedSinged,46.79%,12.21
SionSion,43.48%,12.21
SivirSivir,46.79%,12.21
SkarnerSkarner,85.71%,12.21
SonaSona,56.10%,12.21
SorakaSoraka,51.19%,12.21
SwainSwain,62.30%,12.21
SwainSwain,55.88%,12.21
SwainSwain,35.19%,12.21
SylasSylas,51.12%,12.21
SyndraSyndra,55.31%,12.21
Tahm KenchTahm Kench,48.00%,12.21
TaliyahTaliyah,59.13%,12.21
TaliyahTaliyah,54.95%,12.21
TalonTalon,52.24%,12.21
TalonTalon,43.26%,12.21
TaricTaric,53.49%,12.21
TeemoTeemo,50.88%,12.21
ThreshThresh,51.98%,12.21
TristanaTristana,55.60%,12.21
TristanaTristana,58.82%,12.21
TrundleTrundle,53.85%,12.21
TryndamereTryndamere,61.11%,12.21
TryndamereTryndamere,32.43%,12.21
Twisted FateTwisted Fate,57.14%,12.21
TwitchTwitch,55.06%,12.21
TwitchTwitch,59.46%,12.21
UdyrUdyr,58.37%,12.21
UrgotUrgot,63.64%,12.21
VarusVarus,48.33%,12.21
VayneVayne,56.58%,12.21
VayneVayne,51.85%,12.21
VeigarVeigar,47.54%,12.21
VeigarVeigar,36.36%,12.21
Vel'KozVel'Koz,43.48%,12.21
VexVex,51.34%,12.21
ViVi,49.64%,12.21
ViegoViego,48.59%,12.21
ViktorViktor,48.30%,12.21
VladimirVladimir,48.63%,12.21
VladimirVladimir,49.28%,12.21
VolibearVolibear,58.33%,12.21
VolibearVolibear,36.67%,12.21
WarwickWarwick,52.63%,12.21
WarwickWarwick,52.78%,12.21
WukongWukong,66.67%,12.21
XayahXayah,46.37%,12.21
XerathXerath,65.06%,12.21
XerathXerath,53.01%,12.21
Xin ZhaoXin Zhao,52.24%,12.21
YasuoYasuo,49.38%,12.21
YasuoYasuo,54.13%,12.21
YasuoYasuo,44.16%,12.21
YoneYone,54.59%,12.21
YoneYone,56.30%,12.21
YorickYorick,51.06%,12.21
YuumiYuumi,45.34%,12.21
ZacZac,58.64%,12.21
ZedZed,48.20%,12.21
ZedZed,52.59%,12.21
ZeriZeri,53.85%,12.21
ZiggsZiggs,50.00%,12.21
ZiggsZiggs,49.15%,12.21
ZileanZilean,50.00%,12.21
ZileanZilean,48.15%,12.21
ZoeZoe,60.81%,12.21
ZyraZyra,45.10%,12.21
AatroxAatrox,52.66%,12.20
AhriAhri,47.58%,12.20
AkaliAkali,50.61%,12.20
AkaliAkali,45.45%,12.20
AkshanAkshan,58.96%,12.20
AkshanAkshan,48.98%,12.20
AlistarAlistar,43.81%,12.20
AmumuAmumu,55.98%,12.20
AmumuAmumu,44.12%,12.20
AniviaAnivia,50.98%,12.20
AnnieAnnie,45.71%,12.20
ApheliosAphelios,48.39%,12.20
AsheAshe,52.75%,12.20
AsheAshe,53.54%,12.20
Aurelion SolAurelion Sol,76.47%,12.20
AzirAzir,49.41%,12.20
BardBard,49.02%,12.20
Bel'VethBel'Veth,52.98%,12.20
BlitzcrankBlitzcrank,61.18%,12.20
BlitzcrankBlitzcrank,46.48%,12.20
BrandBrand,57.41%,12.20
BrandBrand,32.00%,12.20
BraumBraum,57.33%,12.20
CaitlynCaitlyn,49.75%,12.20
CamilleCamille,53.76%,12.20
CassiopeiaCassiopeia,54.55%,12.20
Cho'GathCho'Gath,66.67%,12.20
Cho'GathCho'Gath,50.00%,12.20
CorkiCorki,0.00%,12.20
DariusDarius,53.08%,12.20
DianaDiana,54.02%,12.20
Dr. MundoDr. Mundo,46.43%,12.20
DravenDraven,52.29%,12.20
EkkoEkko,49.43%,12.20
EkkoEkko,55.38%,12.20
EliseElise,54.13%,12.20
EvelynnEvelynn,51.75%,12.20
EzrealEzreal,51.65%,12.20
FiddlesticksFiddlesticks,56.98%,12.20
FioraFiora,51.69%,12.20
FizzFizz,40.26%,12.20
GalioGalio,54.78%,12.20
GangplankGangplank,50.75%,12.20
GarenGaren,42.03%,12.20
GnarGnar,37.50%,12.20
GragasGragas,60.23%,12.20
GragasGragas,55.17%,12.20
GragasGragas,42.86%,12.20
GravesGraves,54.74%,12.20
GwenGwen,49.15%,12.20
HecarimHecarim,49.74%,12.20
HeimerdingerHeimerdinger,70.69%,12.20
HeimerdingerHeimerdinger,46.69%,12.20
HeimerdingerHeimerdinger,55.77%,12.20
IllaoiIllaoi,44.44%,12.20
IreliaIrelia,49.12%,12.20
IreliaIrelia,54.29%,12.20
IvernIvern,0.00%,12.20
JannaJanna,48.09%,12.20
Jarvan IVJarvan IV,51.30%,12.20
JaxJax,48.49%,12.20
JayceJayce,61.54%,12.20
JayceJayce,43.31%,12.20
JhinJhin,53.40%,12.20
JinxJinx,55.03%,12.20
Kai'SaKai'Sa,54.40%,12.20
KalistaKalista,47.79%,12.20
KarmaKarma,45.49%,12.20
KarmaKarma,53.06%,12.20
KarmaKarma,50.00%,12.20
KarthusKarthus,47.13%,12.20
KarthusKarthus,55.56%,12.20
KassadinKassadin,47.25%,12.20
KatarinaKatarina,51.82%,12.20
KayleKayle,45.71%,12.20
KaynKayn,51.03%,12.20
KennenKennen,47.54%,12.20
Kha'ZixKha'Zix,51.66%,12.20
KindredKindred,53.96%,12.20
KledKled,55.41%,12.20
Kog'MawKog'Maw,59.62%,12.20
LeBlancLeBlanc,45.21%,12.20
Lee SinLee Sin,48.98%,12.20
LeonaLeona,46.32%,12.20
LilliaLillia,47.87%,12.20
LissandraLissandra,45.21%,12.20
LucianLucian,50.90%,12.20
LuluLulu,54.15%,12.20
LuxLux,56.36%,12.20
LuxLux,51.14%,12.20
MalphiteMalphite,58.90%,12.20
MalzaharMalzahar,50.00%,12.20
MaokaiMaokai,54.55%,12.20
MaokaiMaokai,52.94%,12.20
MaokaiMaokai,50.98%,12.20
Master YiMaster Yi,54.55%,12.20
Miss FortuneMiss Fortune,54.43%,12.20
MordekaiserMordekaiser,59.41%,12.20
MorganaMorgana,42.31%,12.20
NamiNami,54.21%,12.20
NasusNasus,49.35%,12.20
NasusNasus,49.43%,12.20
NautilusNautilus,47.76%,12.20
NeekoNeeko,70.00%,12.20
NeekoNeeko,48.15%,12.20
NidaleeNidalee,60.00%,12.20
NilahNilah,51.40%,12.20
NocturneNocturne,48.39%,12.20
NunuNunu,50.00%,12.20
OlafOlaf,52.54%,12.20
OlafOlaf,35.71%,12.20
OriannaOrianna,54.43%,12.20
OrnnOrnn,47.02%,12.20
PantheonPantheon,61.11%,12.20
PantheonPantheon,50.00%,12.20
PantheonPantheon,36.36%,12.20
PoppyPoppy,48.44%,12.20
PoppyPoppy,43.06%,12.20
PykePyke,49.13%,12.20
QiyanaQiyana,54.04%,12.20
QiyanaQiyana,49.09%,12.20
QuinnQuinn,60.26%,12.20
RakanRakan,54.90%,12.20
RammusRammus,57.04%,12.20
Rek'SaiRek'Sai,53.28%,12.20
RellRell,51.00%,12.20
Renata GlascRenata Glasc,49.78%,12.20
RenektonRenekton,48.46%,12.20
RenektonRenekton,57.50%,12.20
RengarRengar,56.43%,12.20
RengarRengar,54.17%,12.20
RivenRiven,58.57%,12.20
RumbleRumble,61.76%,12.20
RumbleRumble,52.70%,12.20
RyzeRyze,55.88%,12.20
RyzeRyze,50.33%,12.20
SamiraSamira,52.25%,12.20
SejuaniSejuani,52.78%,12.20
SejuaniSejuani,51.88%,12.20
SennaSenna,53.11%,12.20
SeraphineSeraphine,55.03%,12.20
SeraphineSeraphine,48.65%,12.20
SettSett,50.54%,12.20
SettSett,53.57%,12.20
ShacoShaco,54.93%,12.20
ShenShen,48.62%,12.20
ShyvanaShyvana,56.00%,12.20
SingedSinged,52.78%,12.20
SingedSinged,39.58%,12.20
SionSion,29.23%,12.20
SivirSivir,49.70%,12.20
SkarnerSkarner,52.63%,12.20
SonaSona,56.39%,12.20
SorakaSoraka,49.43%,12.20
SwainSwain,56.00%,12.20
SwainSwain,45.59%,12.20
SwainSwain,53.33%,12.20
SylasSylas,50.25%,12.20
SyndraSyndra,53.69%,12.20
Tahm KenchTahm Kench,54.55%,12.20
Tahm KenchTahm Kench,45.45%,12.20
TaliyahTaliyah,52.99%,12.20
TaliyahTaliyah,52.75%,12.20
TalonTalon,47.87%,12.20
TalonTalon,48.28%,12.20
TaricTaric,61.46%,12.20
TeemoTeemo,42.42%,12.20
ThreshThresh,43.75%,12.20
TristanaTristana,55.63%,12.20
TristanaTristana,47.46%,12.20
TrundleTrundle,68.00%,12.20
TrundleTrundle,41.89%,12.20
TryndamereTryndamere,40.28%,12.20
Twisted FateTwisted Fate,44.90%,12.20
TwitchTwitch,53.64%,12.20
UdyrUdyr,58.38%,12.20
UdyrUdyr,49.28%,12.20
UrgotUrgot,0.00%,12.20
VarusVarus,50.56%,12.20
VarusVarus,43.94%,12.20
VayneVayne,54.55%,12.20
VayneVayne,44.07%,12.20
VeigarVeigar,58.82%,12.20
VeigarVeigar,38.10%,12.20
Vel'KozVel'Koz,0.00%,12.20
VexVex,46.83%,12.20
VexVex,51.85%,12.20
ViVi,43.55%,12.20
ViegoViego,45.61%,12.20
ViktorViktor,55.94%,12.20
VladimirVladimir,60.00%,12.20
VladimirVladimir,52.63%,12.20
VolibearVolibear,56.67%,12.20
VolibearVolibear,57.14%,12.20
WarwickWarwick,48.15%,12.20
WarwickWarwick,27.03%,12.20
WukongWukong,59.42%,12.20
WukongWukong,48.78%,12.20
XayahXayah,52.87%,12.20
XerathXerath,75.00%,12.20
XerathXerath,56.67%,12.20
Xin ZhaoXin Zhao,37.50%,12.20
YasuoYasuo,61.90%,12.20
YasuoYasuo,49.55%,12.20
YasuoYasuo,54.95%,12.20
YoneYone,56.80%,12.20
YoneYone,51.21%,12.20
YorickYorick,42.86%,12.20
YuumiYuumi,50.84%,12.20
ZacZac,51.40%,12.20
ZacZac,48.15%,12.20
ZedZed,52.41%,12.20
ZedZed,56.73%,12.20
ZeriZeri,57.14%,12.20
ZiggsZiggs,54.55%,12.20
ZiggsZiggs,51.79%,12.20
ZileanZilean,57.58%,12.20
ZileanZilean,58.06%,12.20
ZoeZoe,45.71%,12.20
ZyraZyra,45.10%,12.20
AatroxAatrox,51.07%,12.19
AhriAhri,46.15%,12.19
AkaliAkali,49.00%,12.19
AkaliAkali,47.00%,12.19
AkshanAkshan,48.78%,12.19
AkshanAkshan,44.30%,12.19
AlistarAlistar,48.37%,12.19
AmumuAmumu,49.56%,12.19
AniviaAnivia,55.26%,12.19
AnnieAnnie,50.00%,12.19
AnnieAnnie,46.27%,12.19
ApheliosAphelios,46.48%,12.19
AsheAshe,55.56%,12.19
AsheAshe,44.92%,12.19
Aurelion SolAurelion Sol,68.97%,12.19
Aurelion SolAurelion Sol,55.56%,12.19
AzirAzir,44.48%,12.19
BardBard,46.37%,12.19
Bel'VethBel'Veth,53.58%,12.19
BlitzcrankBlitzcrank,59.82%,12.19
BlitzcrankBlitzcrank,49.09%,12.19
BrandBrand,59.09%,12.19
BraumBraum,57.69%,12.19
CaitlynCaitlyn,53.03%,12.19
CamilleCamille,46.86%,12.19
CassiopeiaCassiopeia,58.62%,12.19
Cho'GathCho'Gath,54.55%,12.19
Cho'GathCho'Gath,41.86%,12.19
CorkiCorki,59.18%,12.19
DariusDarius,42.16%,12.19
DianaDiana,50.61%,12.19
DianaDiana,47.95%,12.19
Dr. MundoDr. Mundo,31.43%,12.19
DravenDraven,53.37%,12.19
EkkoEkko,52.17%,12.19
EkkoEkko,50.54%,12.19
EliseElise,53.85%,12.19
EvelynnEvelynn,53.33%,12.19
EzrealEzreal,51.83%,12.19
FiddlesticksFiddlesticks,61.86%,12.19
FioraFiora,51.66%,12.19
FizzFizz,48.28%,12.19
GalioGalio,48.36%,12.19
GangplankGangplank,49.83%,12.19
GarenGaren,46.67%,12.19
GnarGnar,46.46%,12.19
GragasGragas,45.83%,12.19
GragasGragas,41.07%,12.19
GragasGragas,41.67%,12.19
GragasGragas,47.83%,12.19
GravesGraves,52.54%,12.19
GwenGwen,52.70%,12.19
HecarimHecarim,51.83%,12.19
HeimerdingerHeimerdinger,67.96%,12.19
HeimerdingerHeimerdinger,54.55%,12.19
HeimerdingerHeimerdinger,50.00%,12.19
HeimerdingerHeimerdinger,45.83%,12.19
IllaoiIllaoi,46.84%,12.19
IreliaIrelia,52.49%,12.19
IreliaIrelia,47.37%,12.19
IvernIvern,70.00%,12.19
JannaJanna,55.08%,12.19
Jarvan IVJarvan IV,54.72%,12.19
JaxJax,55.18%,12.19
JayceJayce,47.20%,12.19
JhinJhin,49.58%,12.19
JinxJinx,53.31%,12.19
Kai'SaKai'Sa,48.00%,12.19
KalistaKalista,52.19%,12.19
KarmaKarma,47.45%,12.19
KarmaKarma,61.45%,12.19
KarmaKarma,57.75%,12.19
KarthusKarthus,55.68%,12.19
KarthusKarthus,57.32%,12.19
KarthusKarthus,51.35%,12.19
KassadinKassadin,49.06%,12.19
KatarinaKatarina,45.73%,12.19
KayleKayle,54.10%,12.19
KayleKayle,50.00%,12.19
KaynKayn,53.68%,12.19
KennenKennen,44.20%,12.19
Kha'ZixKha'Zix,56.71%,12.19
KindredKindred,50.27%,12.19
KledKled,57.69%,12.19
Kog'MawKog'Maw,47.06%,12.19
LeBlancLeBlanc,56.30%,12.19
Lee SinLee Sin,47.88%,12.19
LeonaLeona,44.91%,12.19
LilliaLillia,46.15%,12.19
LilliaLillia,44.62%,12.19
LissandraLissandra,60.49%,12.19
LucianLucian,48.13%,12.19
LucianLucian,32.26%,12.19
LuluLulu,48.21%,12.19
LuxLux,56.40%,12.19
LuxLux,45.83%,12.19
MalphiteMalphite,38.38%,12.19
MalzaharMalzahar,53.49%,12.19
MaokaiMaokai,54.07%,12.19
MaokaiMaokai,51.98%,12.19
MaokaiMaokai,56.86%,12.19
Master YiMaster Yi,58.37%,12.19
Miss FortuneMiss Fortune,51.93%,12.19
MordekaiserMordekaiser,41.91%,12.19
MordekaiserMordekaiser,47.92%,12.19
MordekaiserMordekaiser,39.13%,12.19
MorganaMorgana,51.16%,12.19
NamiNami,51.40%,12.19
NasusNasus,50.00%,12.19
NautilusNautilus,53.14%,12.19
NeekoNeeko,51.79%,12.19
NidaleeNidalee,53.67%,12.19
NilahNilah,54.97%,12.19
NocturneNocturne,47.83%,12.19
NocturneNocturne,51.72%,12.19
NunuNunu,49.09%,12.19
OlafOlaf,51.30%,12.19
OlafOlaf,57.58%,12.19
OriannaOrianna,56.03%,12.19
OrnnOrnn,49.70%,12.19
OrnnOrnn,45.45%,12.19
PantheonPantheon,66.67%,12.19
PantheonPantheon,44.44%,12.19
PantheonPantheon,50.00%,12.19
PantheonPantheon,37.14%,12.19
PoppyPoppy,58.87%,12.19
PoppyPoppy,43.16%,12.19
PykePyke,49.06%,12.19
QiyanaQiyana,50.52%,12.19
QiyanaQiyana,51.06%,12.19
QuinnQuinn,50.00%,12.19
RakanRakan,53.92%,12.19
RammusRammus,39.58%,12.19
Rek'SaiRek'Sai,50.33%,12.19
RellRell,52.22%,12.19
Renata GlascRenata Glasc,50.38%,12.19
RenektonRenekton,53.08%,12.19
RenektonRenekton,59.42%,12.19
RengarRengar,68.00%,12.19
RengarRengar,59.28%,12.19
RivenRiven,54.81%,12.19
RumbleRumble,49.25%,12.19
RumbleRumble,49.06%,12.19
RyzeRyze,50.00%,12.19
RyzeRyze,40.94%,12.19
SamiraSamira,51.13%,12.19
SejuaniSejuani,54.76%,12.19
SejuaniSejuani,50.00%,12.19
SennaSenna,50.47%,12.19
SeraphineSeraphine,62.50%,12.19
SeraphineSeraphine,48.24%,12.19
SeraphineSeraphine,46.15%,12.19
SettSett,44.30%,12.19
SettSett,53.57%,12.19
SettSett,39.68%,12.19
ShacoShaco,53.03%,12.19
ShenShen,54.25%,12.19
ShyvanaShyvana,62.86%,12.19
SingedSinged,62.39%,12.19
SingedSinged,53.66%,12.19
SionSion,61.72%,12.19
SivirSivir,44.19%,12.19
SkarnerSkarner,48.28%,12.19
SonaSona,51.20%,12.19
SorakaSoraka,49.58%,12.19
SwainSwain,59.65%,12.19
SwainSwain,65.00%,12.19
SwainSwain,53.66%,12.19
SylasSylas,53.25%,12.19
SyndraSyndra,50.64%,12.19
Tahm KenchTahm Kench,72.00%,12.19
Tahm KenchTahm Kench,37.14%,12.19
TaliyahTaliyah,52.86%,12.19
TaliyahTaliyah,53.68%,12.19
TalonTalon,51.06%,12.19
TalonTalon,50.00%,12.19
TaricTaric,58.18%,12.19
TeemoTeemo,52.50%,12.19
ThreshThresh,51.96%,12.19
TristanaTristana,58.53%,12.19
TristanaTristana,47.83%,12.19
TrundleTrundle,52.78%,12.19
TrundleTrundle,47.37%,12.19
TryndamereTryndamere,76.92%,12.19
TryndamereTryndamere,58.50%,12.19
Twisted FateTwisted Fate,46.34%,12.19
TwitchTwitch,52.50%,12.19
TwitchTwitch,43.14%,12.19
UdyrUdyr,55.23%,12.19
UdyrUdyr,41.51%,12.19
UrgotUrgot,51.92%,12.19
VarusVarus,52.56%,12.19
VarusVarus,41.51%,12.19
VayneVayne,46.48%,12.19
VayneVayne,51.31%,12.19
VeigarVeigar,56.52%,12.19
VeigarVeigar,40.91%,12.19
Vel'KozVel'Koz,47.83%,12.19
VexVex,54.14%,12.19
ViVi,52.44%,12.19
ViegoViego,50.78%,12.19
ViktorViktor,52.61%,12.19
VladimirVladimir,53.72%,12.19
VladimirVladimir,39.29%,12.19
VolibearVolibear,60.61%,12.19
VolibearVolibear,60.47%,12.19
WarwickWarwick,62.96%,12.19
WarwickWarwick,48.15%,12.19
WukongWukong,52.63%,12.19
WukongWukong,42.42%,12.19
XayahXayah,54.14%,12.19
XerathXerath,67.31%,12.19
XerathXerath,57.45%,12.19
Xin ZhaoXin Zhao,57.14%,12.19
YasuoYasuo,42.80%,12.19
YasuoYasuo,53.95%,12.19
YasuoYasuo,51.22%,12.19
YoneYone,55.56%,12.19
YoneYone,51.41%,12.19
YorickYorick,51.61%,12.19
YuumiYuumi,43.30%,12.19
ZacZac,62.50%,12.19
ZacZac,55.26%,12.19
ZacZac,45.83%,12.19
ZacZac,39.13%,12.19
ZedZed,51.18%,12.19
ZedZed,45.24%,12.19
ZeriZeri,35.00%,12.19
ZiggsZiggs,52.00%,12.19
ZiggsZiggs,40.00%,12.19
ZileanZilean,48.89%,12.19
ZileanZilean,46.67%,12.19
ZoeZoe,55.91%,12.19
ZyraZyra,48.84%,12.19
AatroxAatrox,52.00%,12.18
AhriAhri,51.54%,12.18
AkaliAkali,48.07%,12.18
AkaliAkali,48.78%,12.18
AkshanAkshan,64.71%,12.18
AkshanAkshan,55.77%,12.18
AlistarAlistar,50.51%,12.18
AmumuAmumu,50.84%,12.18
AniviaAnivia,63.83%,12.18
AnnieAnnie,45.16%,12.18
ApheliosAphelios,48.37%,12.18
AsheAshe,50.53%,12.18
AsheAshe,44.57%,12.18
Aurelion SolAurelion Sol,0.00%,12.18
AzirAzir,41.73%,12.18
BardBard,53.85%,12.18
Bel'VethBel'Veth,48.95%,12.18
BlitzcrankBlitzcrank,47.62%,12.18
BrandBrand,56.25%,12.18
BraumBraum,55.00%,12.18
CaitlynCaitlyn,48.04%,12.18
CamilleCamille,51.54%,12.18
CassiopeiaCassiopeia,67.57%,12.18
Cho'GathCho'Gath,65.22%,12.18
Cho'GathCho'Gath,50.00%,12.18
CorkiCorki,51.72%,12.18
DariusDarius,53.15%,12.18
DianaDiana,52.08%,12.18
DianaDiana,45.71%,12.18
Dr. MundoDr. Mundo,51.43%,12.18
DravenDraven,47.50%,12.18
EkkoEkko,60.36%,12.18
EkkoEkko,48.65%,12.18
EliseElise,54.55%,12.18
EvelynnEvelynn,62.22%,12.18
