,Name,Win %,patch
87,LucianLucian,47.46%,12.1
88,LuluLulu,53.09%,12.1
89,LuxLux,52.77%,12.1
90,LuxLux,53.62%,12.1
91,MalphiteMalphite,57.45%,12.1
92,MalphiteMalphite,42.86%,12.1
93,MalzaharMalzahar,58.75%,12.1
94,MaokaiMaokai,48.68%,12.1
95,Master YiMaster Yi,61.90%,12.1
96,Master YiMaster Yi,47.52%,12.1
97,Miss FortuneMiss Fortune,51.18%,12.1
98,MordekaiserMordekaiser,47.57%,12.1
99,MorganaMorgana,48.95%,12.1
100,NamiNami,52.48%,12.1
101,NasusNasus,57.41%,12.1
102,NautilusNautilus,53.28%,12.1
103,NeekoNeeko,45.83%,12.1
104,NidaleeNidalee,52.46%,12.1
105,NocturneNocturne,53.97%,12.1
106,NunuNunu,51.97%,12.1
107,NunuNunu,55.36%,12.1
108,OlafOlaf,60.20%,12.1
109,OriannaOrianna,56.06%,12.1
110,OrnnOrnn,51.83%,12.1
111,PantheonPantheon,59.26%,12.1
112,PantheonPantheon,50.00%,12.1
113,PantheonPantheon,51.16%,12.1
114,PoppyPoppy,54.80%,12.1
115,PoppyPoppy,49.49%,12.1
116,PykePyke,50.39%,12.1
117,QiyanaQiyana,53.85%,12.1
118,QiyanaQiyana,52.29%,12.1
119,QuinnQuinn,62.22%,12.1
120,RakanRakan,52.89%,12.1
121,RammusRammus,53.70%,12.1
122,Rek'SaiRek'Sai,59.01%,12.1
123,RellRell,50.35%,12.1
124,RenektonRenekton,52.83%,12.1
125,RenektonRenekton,65.06%,12.1
126,RengarRengar,52.94%,12.1
127,RivenRiven,58.59%,12.1
128,RumbleRumble,52.04%,12.1
129,RumbleRumble,54.55%,12.1
130,RumbleRumble,40.48%,12.1
131,RyzeRyze,51.78%,12.1
132,RyzeRyze,55.17%,12.1
133,SamiraSamira,50.81%,12.1
134,SejuaniSejuani,37.50%,12.1
135,SennaSenna,55.50%,12.1
136,SennaSenna,45.45%,12.1
137,SeraphineSeraphine,53.03%,12.1
138,SeraphineSeraphine,44.83%,12.1
139,SeraphineSeraphine,36.23%,12.1
140,SettSett,51.52%,12.1
141,SettSett,44.68%,12.1
142,ShacoShaco,59.22%,12.1
143,ShacoShaco,60.00%,12.1
144,ShenShen,55.02%,12.1
145,ShenShen,74.55%,12.1
146,ShyvanaShyvana,41.38%,12.1
147,SingedSinged,51.22%,12.1
148,SionSion,58.73%,12.1
149,SionSion,54.17%,12.1
150,SivirSivir,55.10%,12.1
151,SkarnerSkarner,0.00%,12.1
152,SonaSona,57.63%,12.1
153,SorakaSoraka,54.84%,12.1
154,SwainSwain,41.67%,12.1
155,SylasSylas,50.00%,12.1
156,SylasSylas,47.37%,12.1
157,SyndraSyndra,54.60%,12.1
158,Tahm KenchTahm Kench,52.63%,12.1
159,TaliyahTaliyah,55.26%,12.1
160,TaliyahTaliyah,47.44%,12.1
161,TalonTalon,46.14%,12.1
162,TalonTalon,45.00%,12.1
163,TaricTaric,48.67%,12.1
164,TeemoTeemo,42.42%,12.1
165,ThreshThresh,52.87%,12.1
166,TristanaTristana,57.60%,12.1
167,TristanaTristana,46.67%,12.1
168,TrundleTrundle,52.17%,12.1
169,TrundleTrundle,56.25%,12.1
170,TryndamereTryndamere,55.37%,12.1
171,TryndamereTryndamere,45.05%,12.1
172,Twisted FateTwisted Fate,50.89%,12.1
173,TwitchTwitch,56.81%,12.1
174,TwitchTwitch,45.95%,12.1
175,UdyrUdyr,46.15%,12.1
176,UrgotUrgot,57.75%,12.1
177,VarusVarus,50.36%,12.1
178,VayneVayne,55.91%,12.1
179,VayneVayne,59.49%,12.1
180,VeigarVeigar,50.41%,12.1
181,Vel'KozVel'Koz,54.43%,12.1
182,VexVex,50.83%,12.1
183,ViVi,56.86%,12.1
184,ViegoViego,50.08%,12.1
185,ViktorViktor,52.43%,12.1
186,ViktorViktor,53.06%,12.1
187,VladimirVladimir,55.03%,12.1
188,VladimirVladimir,50.55%,12.1
189,VolibearVolibear,56.25%,12.1
190,VolibearVolibear,38.98%,12.1
191,WarwickWarwick,51.72%,12.1
192,WarwickWarwick,42.50%,12.1
193,WukongWukong,53.95%,12.1
194,XayahXayah,53.55%,12.1
195,XerathXerath,50.00%,12.1
196,XerathXerath,53.49%,12.1
197,XerathXerath,44.92%,12.1
198,Xin ZhaoXin Zhao,52.74%,12.1
199,YasuoYasuo,54.29%,12.1
200,YasuoYasuo,57.14%,12.1
201,YasuoYasuo,48.08%,12.1
202,YoneYone,48.64%,12.1
203,YoneYone,48.39%,12.1
204,YorickYorick,51.43%,12.1
205,YuumiYuumi,49.51%,12.1
206,ZacZac,51.06%,12.1
207,ZacZac,60.87%,12.1
208,ZedZed,53.45%,12.1
209,ZedZed,54.14%,12.1
210,ZiggsZiggs,57.38%,12.1
211,ZiggsZiggs,38.10%,12.1
212,ZileanZilean,64.91%,12.1
213,ZileanZilean,51.43%,12.1
214,ZoeZoe,54.18%,12.1
215,ZyraZyra,54.39%,12.1
