,Name,Win %,patch
193,Twisted FateTwisted Fate,47.48%,13.4
194,TwitchTwitch,50.42%,13.4
195,TwitchTwitch,50.97%,13.4
196,UdyrUdyr,52.78%,13.4
197,UdyrUdyr,57.14%,13.4
198,UrgotUrgot,50.00%,13.4
199,VarusVarus,50.70%,13.4
200,VayneVayne,54.31%,13.4
201,VayneVayne,46.15%,13.4
202,VeigarVeigar,46.67%,13.4
203,VeigarVeigar,47.30%,13.4
204,Vel'KozVel'Koz,65.52%,13.4
205,VexVex,57.48%,13.4
206,ViVi,51.53%,13.4
207,ViegoViego,49.25%,13.4
208,ViktorViktor,50.61%,13.4
209,VladimirVladimir,50.58%,13.4
210,VladimirVladimir,53.00%,13.4
211,VolibearVolibear,66.67%,13.4
212,VolibearVolibear,46.99%,13.4
213,WarwickWarwick,50.98%,13.4
214,WarwickWarwick,44.00%,13.4
215,WukongWukong,51.00%,13.4
216,WukongWukong,54.69%,13.4
217,XayahXayah,56.47%,13.4
218,XerathXerath,46.81%,13.4
219,XerathXerath,42.11%,13.4
220,Xin ZhaoXin Zhao,51.39%,13.4
221,YasuoYasuo,50.50%,13.4
222,YasuoYasuo,52.08%,13.4
223,YoneYone,56.00%,13.4
224,YoneYone,48.98%,13.4
225,YorickYorick,50.54%,13.4
226,YuumiYuumi,41.30%,13.4
227,ZacZac,51.79%,13.4
228,ZacZac,53.33%,13.4
229,ZedZed,53.68%,13.4
230,ZedZed,55.03%,13.4
231,ZeriZeri,54.41%,13.4
232,ZiggsZiggs,68.85%,13.4
233,ZiggsZiggs,58.18%,13.4
234,ZileanZilean,52.38%,13.4
235,ZoeZoe,46.19%,13.4
236,ZyraZyra,44.12%,13.4
