,Name,Win %,patch
73,Lee SinLee Sin,48.95%,12.16
74,LeonaLeona,55.12%,12.16
75,LilliaLillia,58.46%,12.16
76,LissandraLissandra,50.00%,12.16
77,LucianLucian,50.19%,12.16
78,LuluLulu,50.68%,12.16
79,LuxLux,43.40%,12.16
80,LuxLux,45.00%,12.16
81,MalphiteMalphite,49.25%,12.16
82,MalzaharMalzahar,57.78%,12.16
83,MaokaiMaokai,52.17%,12.16
84,MaokaiMaokai,48.00%,12.16
85,Master YiMaster Yi,49.48%,12.16
86,Miss FortuneMiss Fortune,48.83%,12.16
87,Miss FortuneMiss Fortune,45.54%,12.16
88,MordekaiserMordekaiser,51.35%,12.16
89,MorganaMorgana,60.64%,12.16
90,MorganaMorgana,53.85%,12.16
91,NamiNami,54.81%,12.16
92,NasusNasus,60.00%,12.16
93,NasusNasus,38.89%,12.16
94,NautilusNautilus,43.69%,12.16
95,NeekoNeeko,0.00%,12.16
96,NidaleeNidalee,50.53%,12.16
97,NilahNilah,53.70%,12.16
98,NocturneNocturne,39.53%,12.16
99,NunuNunu,54.55%,12.16
100,OlafOlaf,59.78%,12.16
101,OriannaOrianna,53.66%,12.16
102,OrnnOrnn,34.33%,12.16
103,PantheonPantheon,52.00%,12.16
104,PantheonPantheon,51.06%,12.16
105,PantheonPantheon,40.00%,12.16
106,PoppyPoppy,57.65%,12.16
107,PoppyPoppy,40.00%,12.16
108,PykePyke,53.89%,12.16
109,QiyanaQiyana,50.00%,12.16
110,QiyanaQiyana,53.76%,12.16
111,QuinnQuinn,0.00%,12.16
112,RakanRakan,51.75%,12.16
113,RammusRammus,59.52%,12.16
114,Rek'SaiRek'Sai,58.97%,12.16
115,RellRell,65.00%,12.16
116,Renata GlascRenata Glasc,46.67%,12.16
117,RenektonRenekton,53.21%,12.16
118,RenektonRenekton,53.33%,12.16
119,RengarRengar,42.55%,12.16
120,RengarRengar,25.00%,12.16
121,RivenRiven,53.37%,12.16
122,RumbleRumble,66.67%,12.16
123,RumbleRumble,52.38%,12.16
124,RyzeRyze,34.15%,12.16
125,SamiraSamira,50.98%,12.16
126,SejuaniSejuani,65.17%,12.16
127,SejuaniSejuani,49.11%,12.16
128,SennaSenna,54.55%,12.16
129,SeraphineSeraphine,48.39%,12.16
130,SeraphineSeraphine,51.79%,12.16
131,SettSett,44.23%,12.16
132,ShacoShaco,43.75%,12.16
133,ShenShen,61.63%,12.16
134,ShyvanaShyvana,48.72%,12.16
135,ShyvanaShyvana,48.39%,12.16
136,SingedSinged,36.11%,12.16
137,SionSion,51.35%,12.16
138,SivirSivir,54.39%,12.16
139,SkarnerSkarner,63.64%,12.16
140,SonaSona,53.13%,12.16
141,SorakaSoraka,57.73%,12.16
142,SwainSwain,59.46%,12.16
143,SwainSwain,40.43%,12.16
144,SylasSylas,53.30%,12.16
145,SyndraSyndra,52.08%,12.16
146,Tahm KenchTahm Kench,54.17%,12.16
147,TaliyahTaliyah,62.14%,12.16
148,TaliyahTaliyah,52.07%,12.16
149,TalonTalon,60.87%,12.16
150,TalonTalon,56.99%,12.16
151,TaricTaric,54.12%,12.16
152,TeemoTeemo,54.76%,12.16
153,ThreshThresh,49.04%,12.16
154,TristanaTristana,60.47%,12.16
155,TristanaTristana,50.00%,12.16
156,TrundleTrundle,50.88%,12.16
157,TrundleTrundle,44.83%,12.16
158,TryndamereTryndamere,45.59%,12.16
159,Twisted FateTwisted Fate,51.28%,12.16
160,TwitchTwitch,55.03%,12.16
161,UdyrUdyr,49.08%,12.16
162,UdyrUdyr,54.31%,12.16
163,UrgotUrgot,0.00%,12.16
164,VarusVarus,54.29%,12.16
165,VayneVayne,63.89%,12.16
166,VayneVayne,47.58%,12.16
167,VeigarVeigar,51.02%,12.16
168,Vel'KozVel'Koz,0.00%,12.16
169,VexVex,54.17%,12.16
170,ViVi,57.52%,12.16
171,ViegoViego,50.79%,12.16
172,ViktorViktor,48.41%,12.16
173,VladimirVladimir,46.85%,12.16
174,VladimirVladimir,45.45%,12.16
175,VolibearVolibear,38.46%,12.16
176,WarwickWarwick,56.52%,12.16
177,WarwickWarwick,48.48%,12.16
178,WukongWukong,51.66%,12.16
179,WukongWukong,65.63%,12.16
180,XayahXayah,50.00%,12.16
181,XerathXerath,46.88%,12.16
182,XerathXerath,50.00%,12.16
183,Xin ZhaoXin Zhao,58.82%,12.16
184,YasuoYasuo,45.16%,12.16
185,YasuoYasuo,50.51%,12.16
186,YasuoYasuo,34.91%,12.16
187,YoneYone,50.00%,12.16
188,YoneYone,50.00%,12.16
189,YorickYorick,35.00%,12.16
190,YuumiYuumi,50.80%,12.16
191,ZacZac,53.52%,12.16
192,ZedZed,51.67%,12.16
193,ZedZed,52.78%,12.16
194,ZeriZeri,46.45%,12.16
195,ZiggsZiggs,0.00%,12.16
196,ZileanZilean,65.22%,12.16
197,ZileanZilean,49.23%,12.16
198,ZoeZoe,54.87%,12.16
199,ZoeZoe,57.69%,12.16
200,ZyraZyra,54.05%,12.16
