,Name,Win %,patch
131,QuinnQuinn,52.63%,13.6
132,RakanRakan,55.86%,13.6
133,RammusRammus,55.32%,13.6
134,Rek'SaiRek'Sai,64.96%,13.6
135,RellRell,45.16%,13.6
136,Renata GlascRenata Glasc,59.38%,13.6
137,RenektonRenekton,48.05%,13.6
138,RenektonRenekton,35.71%,13.6
139,RengarRengar,60.38%,13.6
140,RengarRengar,54.35%,13.6
141,RivenRiven,54.64%,13.6
142,RumbleRumble,58.87%,13.6
143,RumbleRumble,56.92%,13.6
144,RumbleRumble,59.26%,13.6
145,RyzeRyze,52.56%,13.6
146,SamiraSamira,54.30%,13.6
147,SejuaniSejuani,51.72%,13.6
148,SennaSenna,55.81%,13.6
149,SeraphineSeraphine,65.38%,13.6
150,SeraphineSeraphine,56.14%,13.6
151,SeraphineSeraphine,45.78%,13.6
152,SettSett,50.00%,13.6
153,ShacoShaco,44.44%,13.6
154,ShenShen,46.92%,13.6
155,ShyvanaShyvana,40.00%,13.6
156,SingedSinged,64.79%,13.6
157,SionSion,49.62%,13.6
158,SionSion,47.37%,13.6
159,SivirSivir,50.85%,13.6
160,SkarnerSkarner,57.45%,13.6
161,SonaSona,48.44%,13.6
162,SorakaSoraka,52.24%,13.6
163,SwainSwain,43.33%,13.6
164,SylasSylas,54.01%,13.6
165,SylasSylas,55.70%,13.6
166,SylasSylas,50.91%,13.6
167,SyndraSyndra,52.81%,13.6
168,Tahm KenchTahm Kench,0.00%,13.6
169,TaliyahTaliyah,49.38%,13.6
170,TaliyahTaliyah,57.14%,13.6
171,TalonTalon,54.86%,13.6
172,TalonTalon,58.25%,13.6
173,TaricTaric,57.65%,13.6
174,TeemoTeemo,56.31%,13.6
175,ThreshThresh,51.82%,13.6
176,TristanaTristana,54.72%,13.6
177,TristanaTristana,48.03%,13.6
178,TrundleTrundle,0.00%,13.6
179,TryndamereTryndamere,47.76%,13.6
180,TryndamereTryndamere,40.00%,13.6
181,Twisted FateTwisted Fate,45.07%,13.6
182,TwitchTwitch,57.14%,13.6
183,TwitchTwitch,62.50%,13.6
184,UdyrUdyr,59.38%,13.6
185,UrgotUrgot,37.04%,13.6
186,VarusVarus,54.44%,13.6
187,VarusVarus,55.17%,13.6
188,VayneVayne,49.21%,13.6
189,VayneVayne,53.62%,13.6
190,VeigarVeigar,47.43%,13.6
191,VeigarVeigar,44.12%,13.6
192,Vel'KozVel'Koz,53.57%,13.6
193,Vel'KozVel'Koz,50.00%,13.6
194,VexVex,54.74%,13.6
195,ViVi,52.36%,13.6
196,ViegoViego,48.74%,13.6
197,ViktorViktor,53.00%,13.6
198,VladimirVladimir,53.38%,13.6
199,VladimirVladimir,47.62%,13.6
200,VolibearVolibear,44.68%,13.6
201,WarwickWarwick,53.66%,13.6
202,WarwickWarwick,44.90%,13.6
203,WukongWukong,50.27%,13.6
204,WukongWukong,63.64%,13.6
205,XayahXayah,52.38%,13.6
206,XerathXerath,53.57%,13.6
207,XerathXerath,39.53%,13.6
208,Xin ZhaoXin Zhao,59.22%,13.6
209,YasuoYasuo,49.35%,13.6
210,YasuoYasuo,53.42%,13.6
211,YasuoYasuo,46.00%,13.6
212,YoneYone,51.09%,13.6
213,YoneYone,49.73%,13.6
214,YorickYorick,46.15%,13.6
215,YuumiYuumi,49.83%,13.6
216,ZacZac,56.63%,13.6
217,ZedZed,42.45%,13.6
218,ZedZed,45.21%,13.6
219,ZeriZeri,53.17%,13.6
220,ZiggsZiggs,52.00%,13.6
221,ZiggsZiggs,39.29%,13.6
222,ZileanZilean,53.45%,13.6
223,ZoeZoe,57.89%,13.6
224,ZyraZyra,58.44%,13.6
