,Name,Win %,patch
0,AatroxAatrox,53.99%,12.8
1,AhriAhri,54.34%,12.8
2,AkaliAkali,51.89%,12.8
3,AkaliAkali,48.65%,12.8
4,AkshanAkshan,52.68%,12.8
5,AkshanAkshan,44.87%,12.8
6,AlistarAlistar,51.52%,12.8
7,AmumuAmumu,47.06%,12.8
8,AniviaAnivia,60.44%,12.8
9,AnnieAnnie,56.67%,12.8
10,ApheliosAphelios,50.12%,12.8
11,AsheAshe,51.24%,12.8
12,AsheAshe,50.00%,12.8
13,Aurelion SolAurelion Sol,0.00%,12.8
14,AzirAzir,55.00%,12.8
15,BardBard,55.93%,12.8
16,BlitzcrankBlitzcrank,52.28%,12.8
17,BrandBrand,42.86%,12.8
18,BraumBraum,50.88%,12.8
19,CaitlynCaitlyn,48.88%,12.8
20,CamilleCamille,58.43%,12.8
21,CassiopeiaCassiopeia,50.79%,12.8
22,Cho'GathCho'Gath,38.71%,12.8
23,Cho'GathCho'Gath,47.50%,12.8
24,CorkiCorki,49.46%,12.8
25,DariusDarius,49.53%,12.8
26,DianaDiana,53.01%,12.8
27,DianaDiana,43.10%,12.8
28,Dr. MundoDr. Mundo,50.00%,12.8
29,DravenDraven,45.20%,12.8
30,EkkoEkko,56.28%,12.8
31,EkkoEkko,47.22%,12.8
32,EliseElise,53.85%,12.8
33,EvelynnEvelynn,50.99%,12.8
34,EzrealEzreal,50.82%,12.8
35,FiddlesticksFiddlesticks,54.55%,12.8
36,FioraFiora,50.17%,12.8
37,FizzFizz,49.23%,12.8
38,GalioGalio,51.75%,12.8
39,GalioGalio,63.33%,12.8
40,GangplankGangplank,52.97%,12.8
41,GarenGaren,57.01%,12.8
42,GarenGaren,47.83%,12.8
43,GnarGnar,57.45%,12.8
44,GragasGragas,60.00%,12.8
45,GragasGragas,51.35%,12.8
46,GragasGragas,44.44%,12.8
47,GravesGraves,52.74%,12.8
48,GravesGraves,50.00%,12.8
49,GwenGwen,51.35%,12.8
50,GwenGwen,51.35%,12.8
51,HecarimHecarim,46.88%,12.8
52,HeimerdingerHeimerdinger,58.90%,12.8
53,IllaoiIllaoi,46.30%,12.8
54,IreliaIrelia,55.03%,12.8
55,IreliaIrelia,52.36%,12.8
56,IvernIvern,50.00%,12.8
57,JannaJanna,57.50%,12.8
58,Jarvan IVJarvan IV,60.09%,12.8
59,JaxJax,55.01%,12.8
60,JayceJayce,53.85%,12.8
61,JayceJayce,41.38%,12.8
62,JhinJhin,51.34%,12.8
63,JinxJinx,47.61%,12.8
64,Kai'SaKai'Sa,50.18%,12.8
65,KalistaKalista,55.10%,12.8
66,KarmaKarma,48.92%,12.8
67,KarmaKarma,45.71%,12.8
68,KarthusKarthus,55.07%,12.8
69,KarthusKarthus,50.57%,12.8
70,KassadinKassadin,51.95%,12.8
71,KatarinaKatarina,53.24%,12.8
72,KayleKayle,60.00%,12.8
73,KayleKayle,52.91%,12.8
74,KaynKayn,52.39%,12.8
75,KennenKennen,49.74%,12.8
76,KennenKennen,46.51%,12.8
77,Kha'ZixKha'Zix,54.67%,12.8
78,KindredKindred,50.45%,12.8
79,KledKled,58.33%,12.8
80,Kog'MawKog'Maw,57.47%,12.8
81,LeBlancLeBlanc,48.31%,12.8
82,Lee SinLee Sin,50.77%,12.8
83,LeonaLeona,50.65%,12.8
84,LilliaLillia,51.63%,12.8
85,LissandraLissandra,50.45%,12.8
86,LucianLucian,54.55%,12.8
87,LucianLucian,46.36%,12.8
88,LucianLucian,58.72%,12.8
89,LuluLulu,53.29%,12.8
90,LuxLux,49.57%,12.8
91,LuxLux,49.26%,12.8
92,MalphiteMalphite,49.54%,12.8
93,MalphiteMalphite,39.13%,12.8
94,MalzaharMalzahar,52.63%,12.8
95,MaokaiMaokai,36.36%,12.8
96,Master YiMaster Yi,50.00%,12.8
97,Miss FortuneMiss Fortune,52.08%,12.8
98,MordekaiserMordekaiser,45.83%,12.8
99,MordekaiserMordekaiser,40.48%,12.8
100,MorganaMorgana,45.07%,12.8
101,NamiNami,50.98%,12.8
102,NasusNasus,51.11%,12.8
103,NautilusNautilus,50.82%,12.8
104,NeekoNeeko,77.14%,12.8
105,NidaleeNidalee,52.91%,12.8
106,NocturneNocturne,52.11%,12.8
107,NunuNunu,43.08%,12.8
108,OlafOlaf,31.58%,12.8
109,OriannaOrianna,50.94%,12.8
110,OrnnOrnn,53.55%,12.8
111,PantheonPantheon,50.89%,12.8
112,PantheonPantheon,51.28%,12.8
113,PantheonPantheon,34.88%,12.8
114,PoppyPoppy,56.41%,12.8
115,PoppyPoppy,54.26%,12.8
116,PykePyke,49.79%,12.8
117,PykePyke,50.00%,12.8
118,QiyanaQiyana,51.27%,12.8
119,QiyanaQiyana,50.79%,12.8
120,QuinnQuinn,54.55%,12.8
121,RakanRakan,52.17%,12.8
122,RammusRammus,45.45%,12.8
123,Rek'SaiRek'Sai,60.17%,12.8
124,RellRell,54.93%,12.8
125,Renata GlascRenata Glasc,52.56%,12.8
126,RenektonRenekton,48.89%,12.8
127,RenektonRenekton,39.62%,12.8
128,RengarRengar,49.32%,12.8
129,RengarRengar,46.55%,12.8
130,RivenRiven,57.62%,12.8
131,RumbleRumble,46.00%,12.8
132,RumbleRumble,48.86%,12.8
133,RyzeRyze,42.42%,12.8
134,SamiraSamira,51.78%,12.8
135,SejuaniSejuani,53.95%,12.8
136,SejuaniSejuani,48.57%,12.8
137,SennaSenna,57.95%,12.8
138,SeraphineSeraphine,55.00%,12.8
139,SeraphineSeraphine,48.57%,12.8
140,SeraphineSeraphine,47.06%,12.8
141,SettSett,57.39%,12.8
142,SettSett,50.00%,12.8
143,ShacoShaco,48.50%,12.8
144,ShenShen,54.67%,12.8
145,ShyvanaShyvana,48.39%,12.8
146,SingedSinged,56.60%,12.8
147,SionSion,53.14%,12.8
148,SionSion,54.55%,12.8
149,SivirSivir,58.06%,12.8
150,SkarnerSkarner,61.29%,12.8
151,SonaSona,47.80%,12.8
152,SorakaSoraka,49.71%,12.8
153,SwainSwain,58.10%,12.8
154,SwainSwain,56.39%,12.8
155,SwainSwain,48.37%,12.8
156,SwainSwain,37.50%,12.8
157,SylasSylas,50.79%,12.8
158,SylasSylas,50.00%,12.8
159,SyndraSyndra,51.08%,12.8
160,SyndraSyndra,33.33%,12.8
161,Tahm KenchTahm Kench,65.38%,12.8
162,Tahm KenchTahm Kench,52.78%,12.8
163,Tahm KenchTahm Kench,38.64%,12.8
164,TaliyahTaliyah,41.79%,12.8
165,TalonTalon,53.01%,12.8
166,TalonTalon,43.83%,12.8
167,TaricTaric,54.79%,12.8
168,TeemoTeemo,49.17%,12.8
169,ThreshThresh,48.11%,12.8
170,TristanaTristana,53.59%,12.8
171,TristanaTristana,53.19%,12.8
172,TrundleTrundle,51.92%,12.8
173,TrundleTrundle,35.29%,12.8
174,TryndamereTryndamere,51.52%,12.8
175,TryndamereTryndamere,41.46%,12.8
176,Twisted FateTwisted Fate,47.58%,12.8
177,TwitchTwitch,54.91%,12.8
178,UdyrUdyr,55.56%,12.8
179,UrgotUrgot,54.29%,12.8
180,VarusVarus,49.25%,12.8
181,VayneVayne,50.14%,12.8
182,VayneVayne,56.41%,12.8
183,VeigarVeigar,58.37%,12.8
184,VeigarVeigar,55.56%,12.8
185,Vel'KozVel'Koz,42.19%,12.8
186,Vel'KozVel'Koz,46.51%,12.8
187,VexVex,53.74%,12.8
188,ViVi,56.72%,12.8
189,ViegoViego,51.99%,12.8
190,ViktorViktor,52.17%,12.8
