,Name,Win %,patch
170,VayneVayne,53.38%,12.14
171,VayneVayne,47.06%,12.14
172,VeigarVeigar,55.88%,12.14
173,Vel'KozVel'Koz,0.00%,12.14
174,VexVex,60.68%,12.14
175,ViVi,55.74%,12.14
176,ViegoViego,49.63%,12.14
177,ViktorViktor,44.25%,12.14
178,VladimirVladimir,47.44%,12.14
179,VladimirVladimir,52.17%,12.14
180,VolibearVolibear,60.00%,12.14
181,WarwickWarwick,46.15%,12.14
182,WarwickWarwick,37.93%,12.14
183,WukongWukong,62.35%,12.14
184,XayahXayah,48.21%,12.14
185,XerathXerath,56.41%,12.14
186,XerathXerath,46.34%,12.14
187,Xin ZhaoXin Zhao,39.22%,12.14
188,YasuoYasuo,51.32%,12.14
189,YasuoYasuo,48.00%,12.14
190,YasuoYasuo,34.55%,12.14
191,YoneYone,52.98%,12.14
192,YoneYone,50.75%,12.14
193,YorickYorick,50.54%,12.14
194,YuumiYuumi,49.82%,12.14
195,ZacZac,52.00%,12.14
196,ZacZac,40.74%,12.14
197,ZedZed,54.26%,12.14
198,ZedZed,46.43%,12.14
199,ZeriZeri,46.35%,12.14
200,ZiggsZiggs,0.00%,12.14
201,ZileanZilean,54.35%,12.14
202,ZoeZoe,57.50%,12.14
203,ZyraZyra,0.00%,12.14
