,Name,Win %,patch
68,KarmaKarma,48.04%,12.3
69,KarmaKarma,49.02%,12.3
70,KarthusKarthus,63.16%,12.3
71,KarthusKarthus,43.85%,12.3
72,KarthusKarthus,46.25%,12.3
73,KassadinKassadin,50.75%,12.3
74,KatarinaKatarina,53.44%,12.3
75,KayleKayle,59.09%,12.3
76,KayleKayle,60.87%,12.3
77,KayleKayle,56.98%,12.3
78,KayleKayle,45.45%,12.3
79,KaynKayn,51.03%,12.3
80,KennenKennen,60.71%,12.3
81,KennenKennen,56.88%,12.3
82,Kha'ZixKha'Zix,53.69%,12.3
83,KindredKindred,58.78%,12.3
84,KledKled,68.29%,12.3
85,Kog'MawKog'Maw,52.73%,12.3
86,LeBlancLeBlanc,50.00%,12.3
87,Lee SinLee Sin,51.60%,12.3
88,LeonaLeona,51.19%,12.3
89,LilliaLillia,49.21%,12.3
90,LilliaLillia,50.00%,12.3
91,LissandraLissandra,50.00%,12.3
92,LucianLucian,50.93%,12.3
93,LucianLucian,39.58%,12.3
94,LucianLucian,35.90%,12.3
95,LuluLulu,57.61%,12.3
96,LuxLux,57.27%,12.3
97,LuxLux,44.90%,12.3
98,MalphiteMalphite,57.75%,12.3
99,MalphiteMalphite,50.00%,12.3
100,MalzaharMalzahar,60.67%,12.3
101,MaokaiMaokai,52.50%,12.3
102,Master YiMaster Yi,53.10%,12.3
103,Miss FortuneMiss Fortune,51.42%,12.3
104,MordekaiserMordekaiser,44.93%,12.3
105,MorganaMorgana,54.55%,12.3
106,NamiNami,48.22%,12.3
107,NasusNasus,40.00%,12.3
108,NautilusNautilus,51.19%,12.3
109,NeekoNeeko,0.00%,12.3
110,NidaleeNidalee,53.71%,12.3
111,NocturneNocturne,50.98%,12.3
112,NunuNunu,46.30%,12.3
113,NunuNunu,41.38%,12.3
114,OlafOlaf,53.92%,12.3
115,OriannaOrianna,49.28%,12.3
116,OrnnOrnn,55.56%,12.3
117,PantheonPantheon,65.00%,12.3
118,PantheonPantheon,59.52%,12.3
119,PantheonPantheon,38.46%,12.3
120,PoppyPoppy,58.40%,12.3
121,PoppyPoppy,59.83%,12.3
122,PykePyke,54.58%,12.3
123,QiyanaQiyana,59.40%,12.3
124,QiyanaQiyana,52.51%,12.3
125,QuinnQuinn,63.04%,12.3
126,RakanRakan,54.26%,12.3
127,RammusRammus,50.00%,12.3
128,Rek'SaiRek'Sai,54.02%,12.3
129,RellRell,43.24%,12.3
130,RenektonRenekton,51.62%,12.3
131,RenektonRenekton,52.00%,12.3
132,RengarRengar,53.96%,12.3
133,RengarRengar,47.83%,12.3
134,RivenRiven,58.02%,12.3
135,RumbleRumble,68.42%,12.3
136,RumbleRumble,56.25%,12.3
137,RumbleRumble,50.00%,12.3
138,RyzeRyze,50.87%,12.3
139,SamiraSamira,52.80%,12.3
140,SejuaniSejuani,60.61%,12.3
141,SennaSenna,47.66%,12.3
142,SennaSenna,50.72%,12.3
143,SeraphineSeraphine,46.77%,12.3
144,SeraphineSeraphine,43.86%,12.3
145,SeraphineSeraphine,33.33%,12.3
146,SettSett,45.95%,12.3
147,SettSett,43.08%,12.3
148,ShacoShaco,50.81%,12.3
149,ShacoShaco,36.36%,12.3
150,ShenShen,51.35%,12.3
151,ShyvanaShyvana,55.00%,12.3
152,SingedSinged,60.61%,12.3
153,SingedSinged,45.45%,12.3
154,SionSion,52.90%,12.3
155,SivirSivir,55.81%,12.3
156,SkarnerSkarner,65.00%,12.3
157,SonaSona,55.79%,12.3
158,SorakaSoraka,55.03%,12.3
159,SwainSwain,55.17%,12.3
160,SylasSylas,49.86%,12.3
161,SylasSylas,46.48%,12.3
162,SyndraSyndra,55.93%,12.3
163,Tahm KenchTahm Kench,55.17%,12.3
164,Tahm KenchTahm Kench,52.73%,12.3
165,Tahm KenchTahm Kench,48.89%,12.3
166,TaliyahTaliyah,53.75%,12.3
167,TaliyahTaliyah,52.78%,12.3
168,TalonTalon,59.48%,12.3
169,TalonTalon,50.00%,12.3
170,TaricTaric,54.24%,12.3
171,TaricTaric,47.50%,12.3
172,TeemoTeemo,57.78%,12.3
173,ThreshThresh,52.29%,12.3
174,TristanaTristana,50.90%,12.3
175,TristanaTristana,39.47%,12.3
176,TrundleTrundle,58.11%,12.3
177,TrundleTrundle,57.50%,12.3
178,TryndamereTryndamere,53.32%,12.3
179,TryndamereTryndamere,50.00%,12.3
180,Twisted FateTwisted Fate,55.21%,12.3
181,TwitchTwitch,52.02%,12.3
182,UdyrUdyr,51.67%,12.3
183,UrgotUrgot,39.13%,12.3
184,VarusVarus,55.00%,12.3
185,VayneVayne,67.12%,12.3
186,VayneVayne,54.34%,12.3
187,VeigarVeigar,52.75%,12.3
188,VeigarVeigar,59.02%,12.3
189,Vel'KozVel'Koz,47.22%,12.3
190,Vel'KozVel'Koz,50.00%,12.3
191,VexVex,54.21%,12.3
192,ViVi,49.23%,12.3
193,ViegoViego,49.73%,12.3
194,ViktorViktor,51.23%,12.3
195,VladimirVladimir,51.45%,12.3
196,VladimirVladimir,56.12%,12.3
197,VolibearVolibear,58.29%,12.3
198,VolibearVolibear,50.68%,12.3
199,WarwickWarwick,60.61%,12.3
200,WarwickWarwick,46.00%,12.3
201,WukongWukong,50.55%,12.3
202,XayahXayah,54.14%,12.3
203,XerathXerath,50.75%,12.3
204,XerathXerath,50.00%,12.3
205,Xin ZhaoXin Zhao,55.31%,12.3
206,YasuoYasuo,50.92%,12.3
207,YasuoYasuo,56.57%,12.3
208,YasuoYasuo,57.50%,12.3
209,YoneYone,56.13%,12.3
210,YoneYone,50.64%,12.3
211,YorickYorick,61.02%,12.3
212,YuumiYuumi,52.30%,12.3
213,ZacZac,55.75%,12.3
214,ZacZac,53.85%,12.3
215,ZedZed,55.91%,12.3
216,ZedZed,51.16%,12.3
217,ZeriZeri,58.02%,12.3
218,ZeriZeri,59.74%,12.3
219,ZiggsZiggs,53.00%,12.3
220,ZiggsZiggs,48.00%,12.3
221,ZileanZilean,55.22%,12.3
222,ZileanZilean,51.93%,12.3
223,ZoeZoe,57.99%,12.3
224,ZyraZyra,53.33%,12.3
