,Name,Win %,patch
59,KarmaKarma,52.34%,12.10
60,KarmaKarma,37.04%,12.10
61,KarthusKarthus,53.01%,12.10
62,KassadinKassadin,51.22%,12.10
63,KatarinaKatarina,43.04%,12.10
64,KayleKayle,48.08%,12.10
65,KayleKayle,60.00%,12.10
66,KaynKayn,55.47%,12.10
67,KennenKennen,41.18%,12.10
68,Kha'ZixKha'Zix,53.13%,12.10
69,KindredKindred,62.22%,12.10
70,KledKled,0.00%,12.10
71,Kog'MawKog'Maw,61.31%,12.10
72,LeBlancLeBlanc,56.25%,12.10
73,Lee SinLee Sin,52.32%,12.10
74,LeonaLeona,49.30%,12.10
75,LilliaLillia,62.50%,12.10
76,LissandraLissandra,0.00%,12.10
77,LucianLucian,49.75%,12.10
78,LucianLucian,48.15%,12.10
79,LuluLulu,46.86%,12.10
80,LuxLux,59.26%,12.10
81,LuxLux,40.54%,12.10
82,MalphiteMalphite,60.00%,12.10
83,MalzaharMalzahar,45.95%,12.10
84,MaokaiMaokai,0.00%,12.10
85,Master YiMaster Yi,43.33%,12.10
86,Miss FortuneMiss Fortune,53.52%,12.10
87,MordekaiserMordekaiser,42.86%,12.10
88,MorganaMorgana,60.00%,12.10
89,NamiNami,56.78%,12.10
90,NasusNasus,0.00%,12.10
91,NautilusNautilus,51.38%,12.10
92,NeekoNeeko,0.00%,12.10
93,NidaleeNidalee,50.00%,12.10
94,NocturneNocturne,58.97%,12.10
95,NunuNunu,0.00%,12.10
96,OlafOlaf,48.42%,12.10
97,OlafOlaf,29.03%,12.10
98,OriannaOrianna,61.90%,12.10
99,OrnnOrnn,54.55%,12.10
100,PantheonPantheon,0.00%,12.10
101,PoppyPoppy,50.85%,12.10
102,PoppyPoppy,46.15%,12.10
103,PykePyke,46.59%,12.10
104,QiyanaQiyana,37.50%,12.10
105,QuinnQuinn,0.00%,12.10
106,RakanRakan,41.56%,12.10
107,RammusRammus,40.00%,12.10
108,Rek'SaiRek'Sai,54.29%,12.10
109,RellRell,0.00%,12.10
110,Renata GlascRenata Glasc,61.47%,12.10
111,RenektonRenekton,50.88%,12.10
112,RengarRengar,76.19%,12.10
113,RengarRengar,51.19%,12.10
114,RivenRiven,44.12%,12.10
115,RumbleRumble,59.26%,12.10
116,RyzeRyze,0.00%,12.10
117,SamiraSamira,49.15%,12.10
118,SejuaniSejuani,0.00%,12.10
119,SennaSenna,46.79%,12.10
120,SeraphineSeraphine,51.72%,12.10
121,SeraphineSeraphine,46.34%,12.10
122,SettSett,64.10%,12.10
123,ShacoShaco,59.52%,12.10
124,ShenShen,59.38%,12.10
125,ShyvanaShyvana,52.00%,12.10
126,ShyvanaShyvana,37.50%,12.10
127,SingedSinged,60.00%,12.10
128,SingedSinged,58.62%,12.10
129,SionSion,37.50%,12.10
130,SivirSivir,49.18%,12.10
131,SkarnerSkarner,43.33%,12.10
132,SonaSona,51.61%,12.10
133,SorakaSoraka,52.24%,12.10
134,SwainSwain,60.53%,12.10
135,SwainSwain,50.00%,12.10
136,SwainSwain,43.48%,12.10
137,SylasSylas,62.20%,12.10
138,SyndraSyndra,56.00%,12.10
139,Tahm KenchTahm Kench,30.00%,12.10
140,TaliyahTaliyah,55.00%,12.10
141,TaliyahTaliyah,58.27%,12.10
142,TalonTalon,56.41%,12.10
143,TalonTalon,52.73%,12.10
144,TaricTaric,0.00%,12.10
145,TeemoTeemo,68.75%,12.10
146,ThreshThresh,50.72%,12.10
147,TristanaTristana,48.62%,12.10
148,TristanaTristana,52.17%,12.10
149,TrundleTrundle,0.00%,12.10
150,TryndamereTryndamere,57.14%,12.10
151,Twisted FateTwisted Fate,52.94%,12.10
152,TwitchTwitch,54.25%,12.10
153,UdyrUdyr,50.00%,12.10
154,UrgotUrgot,55.88%,12.10
155,VarusVarus,60.61%,12.10
156,VayneVayne,50.62%,12.10
157,VayneVayne,37.14%,12.10
158,VeigarVeigar,56.67%,12.10
159,VeigarVeigar,36.36%,12.10
160,Vel'KozVel'Koz,0.00%,12.10
161,VexVex,55.26%,12.10
162,ViVi,72.00%,12.10
163,ViegoViego,50.26%,12.10
164,ViktorViktor,45.87%,12.10
165,VladimirVladimir,48.15%,12.10
166,VladimirVladimir,37.31%,12.10
167,VolibearVolibear,47.22%,12.10
168,VolibearVolibear,36.36%,12.10
169,WarwickWarwick,45.00%,12.10
170,WukongWukong,51.05%,12.10
171,WukongWukong,62.22%,12.10
172,XayahXayah,51.32%,12.10
173,XerathXerath,59.26%,12.10
174,XerathXerath,48.94%,12.10
175,Xin ZhaoXin Zhao,29.63%,12.10
176,YasuoYasuo,55.86%,12.10
177,YasuoYasuo,38.46%,12.10
178,YoneYone,48.76%,12.10
179,YoneYone,52.05%,12.10
180,YorickYorick,0.00%,12.10
181,YuumiYuumi,47.69%,12.10
182,ZacZac,44.19%,12.10
183,ZedZed,55.32%,12.10
184,ZedZed,51.28%,12.10
185,ZeriZeri,42.86%,12.10
186,ZiggsZiggs,0.00%,12.10
187,ZileanZilean,55.26%,12.10
188,ZoeZoe,48.81%,12.10
189,ZyraZyra,41.67%,12.10
