,Name,Win %,patch
74,KayleKayle,45.71%,12.20
75,KaynKayn,51.03%,12.20
76,KennenKennen,47.54%,12.20
77,Kha'ZixKha'Zix,51.66%,12.20
78,KindredKindred,53.96%,12.20
79,KledKled,55.41%,12.20
80,Kog'MawKog'Maw,59.62%,12.20
81,LeBlancLeBlanc,45.21%,12.20
82,Lee SinLee Sin,48.98%,12.20
83,LeonaLeona,46.32%,12.20
84,LilliaLillia,47.87%,12.20
85,LissandraLissandra,45.21%,12.20
86,LucianLucian,50.90%,12.20
87,LuluLulu,54.15%,12.20
88,LuxLux,56.36%,12.20
89,LuxLux,51.14%,12.20
90,MalphiteMalphite,58.90%,12.20
91,MalzaharMalzahar,50.00%,12.20
92,MaokaiMaokai,54.55%,12.20
93,MaokaiMaokai,52.94%,12.20
94,MaokaiMaokai,50.98%,12.20
95,Master YiMaster Yi,54.55%,12.20
96,Miss FortuneMiss Fortune,54.43%,12.20
97,MordekaiserMordekaiser,59.41%,12.20
98,MorganaMorgana,42.31%,12.20
99,NamiNami,54.21%,12.20
100,NasusNasus,49.35%,12.20
101,NasusNasus,49.43%,12.20
102,NautilusNautilus,47.76%,12.20
103,NeekoNeeko,70.00%,12.20
104,NeekoNeeko,48.15%,12.20
105,NidaleeNidalee,60.00%,12.20
106,NilahNilah,51.40%,12.20
107,NocturneNocturne,48.39%,12.20
108,NunuNunu,50.00%,12.20
109,OlafOlaf,52.54%,12.20
110,OlafOlaf,35.71%,12.20
111,OriannaOrianna,54.43%,12.20
112,OrnnOrnn,47.02%,12.20
113,PantheonPantheon,61.11%,12.20
114,PantheonPantheon,50.00%,12.20
115,PantheonPantheon,36.36%,12.20
116,PoppyPoppy,48.44%,12.20
117,PoppyPoppy,43.06%,12.20
118,PykePyke,49.13%,12.20
119,QiyanaQiyana,54.04%,12.20
120,QiyanaQiyana,49.09%,12.20
121,QuinnQuinn,60.26%,12.20
122,RakanRakan,54.90%,12.20
123,RammusRammus,57.04%,12.20
124,Rek'SaiRek'Sai,53.28%,12.20
125,RellRell,51.00%,12.20
126,Renata GlascRenata Glasc,49.78%,12.20
127,RenektonRenekton,48.46%,12.20
128,RenektonRenekton,57.50%,12.20
129,RengarRengar,56.43%,12.20
130,RengarRengar,54.17%,12.20
131,RivenRiven,58.57%,12.20
132,RumbleRumble,61.76%,12.20
133,RumbleRumble,52.70%,12.20
134,RyzeRyze,55.88%,12.20
135,RyzeRyze,50.33%,12.20
136,SamiraSamira,52.25%,12.20
137,SejuaniSejuani,52.78%,12.20
138,SejuaniSejuani,51.88%,12.20
139,SennaSenna,53.11%,12.20
140,SeraphineSeraphine,55.03%,12.20
141,SeraphineSeraphine,48.65%,12.20
142,SettSett,50.54%,12.20
143,SettSett,53.57%,12.20
144,ShacoShaco,54.93%,12.20
145,ShenShen,48.62%,12.20
146,ShyvanaShyvana,56.00%,12.20
147,SingedSinged,52.78%,12.20
148,SingedSinged,39.58%,12.20
149,SionSion,29.23%,12.20
150,SivirSivir,49.70%,12.20
151,SkarnerSkarner,52.63%,12.20
152,SonaSona,56.39%,12.20
153,SorakaSoraka,49.43%,12.20
154,SwainSwain,56.00%,12.20
155,SwainSwain,45.59%,12.20
156,SwainSwain,53.33%,12.20
157,SylasSylas,50.25%,12.20
158,SyndraSyndra,53.69%,12.20
159,Tahm KenchTahm Kench,54.55%,12.20
160,Tahm KenchTahm Kench,45.45%,12.20
161,TaliyahTaliyah,52.99%,12.20
162,TaliyahTaliyah,52.75%,12.20
163,TalonTalon,47.87%,12.20
164,TalonTalon,48.28%,12.20
165,TaricTaric,61.46%,12.20
166,TeemoTeemo,42.42%,12.20
167,ThreshThresh,43.75%,12.20
168,TristanaTristana,55.63%,12.20
169,TristanaTristana,47.46%,12.20
170,TrundleTrundle,68.00%,12.20
171,TrundleTrundle,41.89%,12.20
172,TryndamereTryndamere,40.28%,12.20
173,Twisted FateTwisted Fate,44.90%,12.20
174,TwitchTwitch,53.64%,12.20
175,UdyrUdyr,58.38%,12.20
176,UdyrUdyr,49.28%,12.20
177,UrgotUrgot,0.00%,12.20
178,VarusVarus,50.56%,12.20
179,VarusVarus,43.94%,12.20
180,VayneVayne,54.55%,12.20
181,VayneVayne,44.07%,12.20
182,VeigarVeigar,58.82%,12.20
183,VeigarVeigar,38.10%,12.20
184,Vel'KozVel'Koz,0.00%,12.20
185,VexVex,46.83%,12.20
186,VexVex,51.85%,12.20
187,ViVi,43.55%,12.20
188,ViegoViego,45.61%,12.20
189,ViktorViktor,55.94%,12.20
190,VladimirVladimir,60.00%,12.20
191,VladimirVladimir,52.63%,12.20
192,VolibearVolibear,56.67%,12.20
193,VolibearVolibear,57.14%,12.20
194,WarwickWarwick,48.15%,12.20
195,WarwickWarwick,27.03%,12.20
196,WukongWukong,59.42%,12.20
197,WukongWukong,48.78%,12.20
198,XayahXayah,52.87%,12.20
199,XerathXerath,75.00%,12.20
200,XerathXerath,56.67%,12.20
201,Xin ZhaoXin Zhao,37.50%,12.20
202,YasuoYasuo,61.90%,12.20
203,YasuoYasuo,49.55%,12.20
204,YasuoYasuo,54.95%,12.20
205,YoneYone,56.80%,12.20
206,YoneYone,51.21%,12.20
207,YorickYorick,42.86%,12.20
208,YuumiYuumi,50.84%,12.20
209,ZacZac,51.40%,12.20
210,ZacZac,48.15%,12.20
211,ZedZed,52.41%,12.20
212,ZedZed,56.73%,12.20
213,ZeriZeri,57.14%,12.20
214,ZiggsZiggs,54.55%,12.20
215,ZiggsZiggs,51.79%,12.20
216,ZileanZilean,57.58%,12.20
217,ZileanZilean,58.06%,12.20
218,ZoeZoe,45.71%,12.20
219,ZyraZyra,45.10%,12.20
