,Name,Win %,patch
76,KennenKennen,48.72%,12.7
77,Kha'ZixKha'Zix,51.28%,12.7
78,KindredKindred,63.72%,12.7
79,KledKled,41.03%,12.7
80,Kog'MawKog'Maw,54.55%,12.7
81,LeBlancLeBlanc,47.20%,12.7
82,Lee SinLee Sin,48.26%,12.7
83,LeonaLeona,50.18%,12.7
84,LilliaLillia,53.76%,12.7
85,LilliaLillia,44.19%,12.7
86,LissandraLissandra,51.09%,12.7
87,LucianLucian,54.86%,12.7
88,LucianLucian,53.73%,12.7
89,LuluLulu,49.55%,12.7
90,LuxLux,57.45%,12.7
91,LuxLux,41.14%,12.7
92,MalphiteMalphite,52.00%,12.7
93,MalphiteMalphite,61.54%,12.7
94,MalzaharMalzahar,56.00%,12.7
95,MaokaiMaokai,42.11%,12.7
96,Master YiMaster Yi,57.43%,12.7
97,Miss FortuneMiss Fortune,48.61%,12.7
98,MordekaiserMordekaiser,48.08%,12.7
99,MorganaMorgana,52.04%,12.7
100,NamiNami,55.47%,12.7
101,NasusNasus,43.75%,12.7
102,NasusNasus,45.31%,12.7
103,NautilusNautilus,52.79%,12.7
104,NeekoNeeko,48.57%,12.7
105,NeekoNeeko,52.78%,12.7
106,NidaleeNidalee,52.67%,12.7
107,NocturneNocturne,55.46%,12.7
108,NunuNunu,53.17%,12.7
109,OlafOlaf,52.38%,12.7
110,OriannaOrianna,47.52%,12.7
111,OrnnOrnn,55.77%,12.7
112,PantheonPantheon,52.83%,12.7
113,PantheonPantheon,46.88%,12.7
114,PantheonPantheon,42.67%,12.7
115,PoppyPoppy,56.03%,12.7
116,PoppyPoppy,50.00%,12.7
117,PykePyke,51.18%,12.7
118,PykePyke,62.69%,12.7
119,QiyanaQiyana,52.79%,12.7
120,QiyanaQiyana,54.11%,12.7
121,QuinnQuinn,48.89%,12.7
122,RakanRakan,44.16%,12.7
123,RammusRammus,47.71%,12.7
124,Rek'SaiRek'Sai,57.25%,12.7
125,RellRell,50.00%,12.7
126,Renata GlascRenata Glasc,54.91%,12.7
127,RenektonRenekton,56.07%,12.7
128,RenektonRenekton,53.33%,12.7
129,RengarRengar,51.82%,12.7
130,RengarRengar,54.55%,12.7
131,RivenRiven,59.16%,12.7
132,RumbleRumble,57.50%,12.7
133,RumbleRumble,52.73%,12.7
134,RumbleRumble,50.00%,12.7
135,RyzeRyze,46.59%,12.7
136,SamiraSamira,47.74%,12.7
137,SejuaniSejuani,53.49%,12.7
138,SennaSenna,50.16%,12.7
139,SeraphineSeraphine,46.59%,12.7
140,SeraphineSeraphine,43.04%,12.7
141,SettSett,44.71%,12.7
142,SettSett,39.47%,12.7
143,ShacoShaco,51.85%,12.7
144,ShenShen,51.70%,12.7
145,ShyvanaShyvana,42.68%,12.7
146,SingedSinged,38.24%,12.7
147,SionSion,52.04%,12.7
148,SionSion,55.93%,12.7
149,SivirSivir,54.55%,12.7
150,SkarnerSkarner,0.00%,12.7
151,SonaSona,54.68%,12.7
152,SorakaSoraka,59.47%,12.7
153,SwainSwain,42.31%,12.7
154,SwainSwain,38.10%,12.7
155,SylasSylas,55.12%,12.7
156,SylasSylas,65.31%,12.7
157,SyndraSyndra,51.33%,12.7
158,SyndraSyndra,48.00%,12.7
159,Tahm KenchTahm Kench,56.45%,12.7
160,Tahm KenchTahm Kench,52.94%,12.7
161,TaliyahTaliyah,43.66%,12.7
162,TalonTalon,54.11%,12.7
163,TalonTalon,56.92%,12.7
164,TaricTaric,57.63%,12.7
165,TeemoTeemo,43.08%,12.7
166,ThreshThresh,43.01%,12.7
167,TristanaTristana,52.42%,12.7
168,TristanaTristana,40.00%,12.7
169,TrundleTrundle,63.77%,12.7
170,TrundleTrundle,51.85%,12.7
171,TryndamereTryndamere,67.86%,12.7
172,TryndamereTryndamere,43.03%,12.7
173,Twisted FateTwisted Fate,48.28%,12.7
174,TwitchTwitch,50.72%,12.7
175,UdyrUdyr,55.17%,12.7
176,UrgotUrgot,61.63%,12.7
177,VarusVarus,48.19%,12.7
178,VayneVayne,54.32%,12.7
179,VayneVayne,52.00%,12.7
180,VeigarVeigar,48.77%,12.7
181,VeigarVeigar,54.08%,12.7
182,Vel'KozVel'Koz,56.86%,12.7
183,Vel'KozVel'Koz,45.83%,12.7
184,VexVex,52.21%,12.7
185,ViVi,51.02%,12.7
186,ViegoViego,50.67%,12.7
187,ViktorViktor,52.14%,12.7
188,VladimirVladimir,52.32%,12.7
189,VladimirVladimir,51.04%,12.7
190,VolibearVolibear,56.20%,12.7
191,VolibearVolibear,52.44%,12.7
192,WarwickWarwick,56.25%,12.7
193,WukongWukong,54.95%,12.7
194,WukongWukong,48.16%,12.7
195,XayahXayah,53.96%,12.7
196,XerathXerath,48.42%,12.7
197,XerathXerath,43.02%,12.7
198,Xin ZhaoXin Zhao,49.09%,12.7
199,YasuoYasuo,55.42%,12.7
200,YasuoYasuo,59.68%,12.7
201,YasuoYasuo,48.67%,12.7
202,YoneYone,53.93%,12.7
203,YoneYone,48.62%,12.7
204,YorickYorick,62.12%,12.7
205,YuumiYuumi,45.98%,12.7
206,ZacZac,48.94%,12.7
207,ZedZed,50.94%,12.7
208,ZedZed,52.85%,12.7
209,ZeriZeri,48.37%,12.7
210,ZiggsZiggs,52.11%,12.7
211,ZileanZilean,56.52%,12.7
212,ZileanZilean,52.44%,12.7
213,ZoeZoe,46.32%,12.7
214,ZyraZyra,53.66%,12.7
