,Name,Win %,patch
95,NamiNami,52.71%,12.2
96,NasusNasus,58.18%,12.2
97,NautilusNautilus,43.37%,12.2
98,NeekoNeeko,0.00%,12.2
99,NidaleeNidalee,54.87%,12.2
100,NocturneNocturne,55.32%,12.2
101,NunuNunu,56.36%,12.2
102,OlafOlaf,57.14%,12.2
103,OriannaOrianna,48.86%,12.2
104,OrnnOrnn,54.84%,12.2
105,PantheonPantheon,0.00%,12.2
106,PoppyPoppy,57.47%,12.2
107,PoppyPoppy,45.33%,12.2
108,PykePyke,53.07%,12.2
109,PykePyke,40.00%,12.2
110,QiyanaQiyana,56.44%,12.2
111,QiyanaQiyana,46.43%,12.2
112,QuinnQuinn,0.00%,12.2
113,RakanRakan,51.89%,12.2
114,RammusRammus,46.43%,12.2
115,Rek'SaiRek'Sai,51.02%,12.2
116,RellRell,47.83%,12.2
117,RenektonRenekton,50.00%,12.2
118,RenektonRenekton,44.12%,12.2
119,RengarRengar,47.79%,12.2
120,RivenRiven,68.75%,12.2
121,RumbleRumble,60.00%,12.2
122,RyzeRyze,51.85%,12.2
123,SamiraSamira,47.34%,12.2
124,SejuaniSejuani,29.17%,12.2
125,SennaSenna,62.45%,12.2
126,SennaSenna,62.90%,12.2
127,SeraphineSeraphine,63.64%,12.2
128,SeraphineSeraphine,52.63%,12.2
129,SeraphineSeraphine,38.46%,12.2
130,SettSett,57.06%,12.2
131,SettSett,37.50%,12.2
132,ShacoShaco,58.06%,12.2
133,ShenShen,90.70%,12.2
134,ShenShen,52.21%,12.2
135,ShyvanaShyvana,0.00%,12.2
136,SingedSinged,0.00%,12.2
137,SionSion,56.36%,12.2
138,SivirSivir,38.71%,12.2
139,SkarnerSkarner,73.08%,12.2
140,SonaSona,58.49%,12.2
141,SorakaSoraka,51.01%,12.2
142,SwainSwain,0.00%,12.2
143,SylasSylas,53.05%,12.2
144,SylasSylas,48.89%,12.2
145,SyndraSyndra,53.77%,12.2
146,Tahm KenchTahm Kench,60.00%,12.2
147,Tahm KenchTahm Kench,57.69%,12.2
148,TaliyahTaliyah,56.00%,12.2
149,TalonTalon,61.11%,12.2
150,TalonTalon,50.68%,12.2
151,TaricTaric,0.00%,12.2
152,TeemoTeemo,50.00%,12.2
153,ThreshThresh,53.68%,12.2
154,TristanaTristana,60.00%,12.2
155,TristanaTristana,46.15%,12.2
156,TrundleTrundle,60.53%,12.2
157,TryndamereTryndamere,48.17%,12.2
158,TryndamereTryndamere,35.38%,12.2
159,Twisted FateTwisted Fate,52.55%,12.2
160,TwitchTwitch,52.63%,12.2
161,UdyrUdyr,59.46%,12.2
162,UrgotUrgot,53.85%,12.2
163,VarusVarus,56.10%,12.2
164,VayneVayne,47.25%,12.2
165,VayneVayne,43.24%,12.2
166,VeigarVeigar,52.00%,12.2
167,VeigarVeigar,51.43%,12.2
168,Vel'KozVel'Koz,0.00%,12.2
169,VexVex,56.73%,12.2
170,ViVi,64.52%,12.2
171,ViegoViego,54.52%,12.2
172,ViktorViktor,41.32%,12.2
173,ViktorViktor,46.81%,12.2
174,VladimirVladimir,46.02%,12.2
175,VladimirVladimir,42.11%,12.2
176,VolibearVolibear,60.47%,12.2
177,VolibearVolibear,50.91%,12.2
178,WarwickWarwick,0.00%,12.2
179,WukongWukong,52.38%,12.2
180,XayahXayah,60.00%,12.2
181,XerathXerath,53.85%,12.2
182,XerathXerath,39.22%,12.2
183,Xin ZhaoXin Zhao,51.88%,12.2
184,YasuoYasuo,56.85%,12.2
185,YasuoYasuo,48.84%,12.2
186,YasuoYasuo,45.83%,12.2
187,YoneYone,51.32%,12.2
188,YoneYone,43.09%,12.2
189,YorickYorick,65.52%,12.2
190,YuumiYuumi,55.86%,12.2
191,ZacZac,51.32%,12.2
192,ZedZed,58.62%,12.2
193,ZedZed,50.00%,12.2
194,ZeriZeri,48.32%,12.2
195,ZeriZeri,49.12%,12.2
196,ZiggsZiggs,56.41%,12.2
197,ZileanZilean,71.67%,12.2
198,ZileanZilean,47.47%,12.2
199,ZoeZoe,42.42%,12.2
200,ZyraZyra,63.41%,12.2
