,Name,Win %,patch
157,TaricTaric,57.97%,12.13
158,TaricTaric,54.55%,12.13
159,TaricTaric,48.15%,12.13
160,TeemoTeemo,48.33%,12.13
161,ThreshThresh,48.39%,12.13
162,TristanaTristana,64.00%,12.13
163,TristanaTristana,44.66%,12.13
164,TrundleTrundle,59.74%,12.13
165,TrundleTrundle,54.05%,12.13
166,TryndamereTryndamere,49.09%,12.13
167,Twisted FateTwisted Fate,48.84%,12.13
168,TwitchTwitch,52.40%,12.13
169,UdyrUdyr,52.31%,12.13
170,UrgotUrgot,50.00%,12.13
171,VarusVarus,56.67%,12.13
172,VayneVayne,55.56%,12.13
173,VayneVayne,55.56%,12.13
174,VeigarVeigar,66.67%,12.13
175,VeigarVeigar,48.00%,12.13
176,Vel'KozVel'Koz,0.00%,12.13
177,VexVex,56.55%,12.13
178,ViVi,51.02%,12.13
179,ViegoViego,46.46%,12.13
180,ViktorViktor,45.76%,12.13
181,VladimirVladimir,51.26%,12.13
182,VladimirVladimir,47.14%,12.13
183,VolibearVolibear,52.63%,12.13
184,VolibearVolibear,43.48%,12.13
185,WarwickWarwick,60.00%,12.13
186,WarwickWarwick,52.00%,12.13
187,WukongWukong,53.88%,12.13
188,WukongWukong,67.50%,12.13
189,XayahXayah,55.70%,12.13
190,XerathXerath,55.38%,12.13
191,XerathXerath,44.12%,12.13
192,Xin ZhaoXin Zhao,53.85%,12.13
193,YasuoYasuo,46.26%,12.13
194,YasuoYasuo,56.94%,12.13
195,YasuoYasuo,46.94%,12.13
196,YoneYone,49.51%,12.13
197,YoneYone,49.32%,12.13
198,YorickYorick,38.89%,12.13
199,YuumiYuumi,56.83%,12.13
200,ZacZac,48.08%,12.13
201,ZedZed,50.38%,12.13
202,ZedZed,33.85%,12.13
203,ZeriZeri,52.27%,12.13
204,ZeriZeri,65.38%,12.13
205,ZiggsZiggs,0.00%,12.13
206,ZileanZilean,50.68%,12.13
207,ZileanZilean,52.00%,12.13
208,ZoeZoe,54.78%,12.13
209,ZyraZyra,51.72%,12.13
