,Name,Win %,patch
106,MaokaiMaokai,46.15%,13.1
107,Master YiMaster Yi,50.00%,13.1
108,Miss FortuneMiss Fortune,50.85%,13.1
109,MordekaiserMordekaiser,47.42%,13.1
110,MordekaiserMordekaiser,40.85%,13.1
111,MorganaMorgana,50.00%,13.1
112,NamiNami,53.80%,13.1
113,NasusNasus,56.13%,13.1
114,NasusNasus,48.41%,13.1
115,NautilusNautilus,53.47%,13.1
116,NeekoNeeko,59.26%,13.1
117,NeekoNeeko,51.92%,13.1
118,NidaleeNidalee,56.52%,13.1
119,NidaleeNidalee,47.62%,13.1
120,NilahNilah,54.95%,13.1
121,NocturneNocturne,48.81%,13.1
122,NunuNunu,43.01%,13.1
123,NunuNunu,42.86%,13.1
124,OlafOlaf,53.83%,13.1
125,OlafOlaf,46.96%,13.1
126,OriannaOrianna,59.39%,13.1
127,OrnnOrnn,52.43%,13.1
128,OrnnOrnn,54.29%,13.1
129,PantheonPantheon,50.98%,13.1
130,PantheonPantheon,49.09%,13.1
131,PantheonPantheon,54.39%,13.1
132,PoppyPoppy,64.86%,13.1
133,PoppyPoppy,55.25%,13.1
134,PoppyPoppy,51.40%,13.1
135,PykePyke,49.26%,13.1
136,QiyanaQiyana,60.42%,13.1
137,QiyanaQiyana,49.15%,13.1
138,QiyanaQiyana,53.66%,13.1
139,QuinnQuinn,69.75%,13.1
140,QuinnQuinn,65.91%,13.1
141,RakanRakan,57.97%,13.1
142,RammusRammus,57.20%,13.1
143,Rek'SaiRek'Sai,50.42%,13.1
144,RellRell,56.33%,13.1
145,Renata GlascRenata Glasc,52.51%,13.1
146,RenektonRenekton,48.18%,13.1
147,RenektonRenekton,53.38%,13.1
148,RengarRengar,54.51%,13.1
149,RengarRengar,48.85%,13.1
150,RivenRiven,54.06%,13.1
151,RumbleRumble,65.85%,13.1
152,RumbleRumble,52.75%,13.1
153,RumbleRumble,47.83%,13.1
154,RyzeRyze,50.78%,13.1
155,RyzeRyze,53.79%,13.1
156,SamiraSamira,55.34%,13.1
157,SejuaniSejuani,49.88%,13.1
158,SejuaniSejuani,34.04%,13.1
159,SennaSenna,53.08%,13.1
160,SeraphineSeraphine,45.45%,13.1
161,SeraphineSeraphine,46.81%,13.1
162,SeraphineSeraphine,49.66%,13.1
163,SettSett,56.00%,13.1
164,SettSett,46.55%,13.1
165,ShacoShaco,52.50%,13.1
166,ShacoShaco,51.16%,13.1
167,ShenShen,56.70%,13.1
168,ShyvanaShyvana,62.50%,13.1
169,SingedSinged,59.76%,13.1
170,SingedSinged,42.16%,13.1
171,SionSion,46.82%,13.1
172,SivirSivir,53.04%,13.1
173,SkarnerSkarner,53.36%,13.1
174,SonaSona,57.84%,13.1
175,SorakaSoraka,50.28%,13.1
176,SwainSwain,52.48%,13.1
177,SwainSwain,60.53%,13.1
178,SwainSwain,47.50%,13.1
179,SylasSylas,52.73%,13.1
180,SylasSylas,54.02%,13.1
181,SyndraSyndra,54.49%,13.1
182,Tahm KenchTahm Kench,51.06%,13.1
183,Tahm KenchTahm Kench,46.15%,13.1
184,TaliyahTaliyah,53.91%,13.1
185,TaliyahTaliyah,58.27%,13.1
186,TalonTalon,51.58%,13.1
187,TalonTalon,51.06%,13.1
188,TaricTaric,57.14%,13.1
189,TeemoTeemo,50.50%,13.1
190,ThreshThresh,54.13%,13.1
191,TristanaTristana,56.07%,13.1
192,TristanaTristana,53.37%,13.1
193,TrundleTrundle,38.10%,13.1
194,TryndamereTryndamere,60.00%,13.1
195,TryndamereTryndamere,47.01%,13.1
196,Twisted FateTwisted Fate,49.49%,13.1
197,TwitchTwitch,51.74%,13.1
198,TwitchTwitch,45.78%,13.1
199,UdyrUdyr,55.87%,13.1
200,UdyrUdyr,55.91%,13.1
201,UrgotUrgot,56.14%,13.1
202,VarusVarus,52.31%,13.1
203,VayneVayne,46.43%,13.1
204,VayneVayne,50.74%,13.1
205,VeigarVeigar,55.38%,13.1
206,VeigarVeigar,35.00%,13.1
207,Vel'KozVel'Koz,49.49%,13.1
208,Vel'KozVel'Koz,50.82%,13.1
209,VexVex,53.13%,13.1
210,ViVi,55.17%,13.1
211,ViegoViego,46.69%,13.1
212,ViktorViktor,53.82%,13.1
213,VladimirVladimir,48.44%,13.1
214,VladimirVladimir,43.90%,13.1
215,VolibearVolibear,55.56%,13.1
216,VolibearVolibear,43.33%,13.1
217,WarwickWarwick,52.78%,13.1
218,WarwickWarwick,40.68%,13.1
219,WukongWukong,52.29%,13.1
220,WukongWukong,55.79%,13.1
221,XayahXayah,54.50%,13.1
222,XerathXerath,52.34%,13.1
223,XerathXerath,53.94%,13.1
224,Xin ZhaoXin Zhao,57.96%,13.1
225,YasuoYasuo,50.08%,13.1
226,YasuoYasuo,51.88%,13.1
227,YasuoYasuo,48.70%,13.1
228,YoneYone,54.67%,13.1
229,YoneYone,47.60%,13.1
230,YorickYorick,54.61%,13.1
231,YuumiYuumi,40.32%,13.1
232,ZacZac,51.90%,13.1
233,ZacZac,51.77%,13.1
234,ZacZac,53.07%,13.1
235,ZedZed,49.48%,13.1
236,ZedZed,43.68%,13.1
237,ZeriZeri,54.73%,13.1
238,ZiggsZiggs,50.96%,13.1
239,ZiggsZiggs,50.55%,13.1
240,ZileanZilean,55.10%,13.1
241,ZileanZilean,51.56%,13.1
242,ZoeZoe,52.34%,13.1
243,ZoeZoe,54.35%,13.1
244,ZyraZyra,44.14%,13.1
