,Name,Win %,patch
110,MorganaMorgana,45.00%,12.5
111,NamiNami,54.69%,12.5
112,NasusNasus,46.09%,12.5
113,NasusNasus,45.00%,12.5
114,NasusNasus,30.00%,12.5
115,NautilusNautilus,51.25%,12.5
116,NeekoNeeko,58.23%,12.5
117,NeekoNeeko,51.61%,12.5
118,NeekoNeeko,45.45%,12.5
119,NidaleeNidalee,52.90%,12.5
120,NocturneNocturne,55.03%,12.5
121,NunuNunu,48.85%,12.5
122,NunuNunu,50.00%,12.5
123,OlafOlaf,53.33%,12.5
124,OriannaOrianna,50.00%,12.5
125,OrnnOrnn,51.45%,12.5
126,PantheonPantheon,60.00%,12.5
127,PantheonPantheon,47.14%,12.5
128,PantheonPantheon,46.15%,12.5
129,PoppyPoppy,56.57%,12.5
130,PoppyPoppy,54.71%,12.5
131,PykePyke,49.60%,12.5
132,QiyanaQiyana,46.44%,12.5
133,QiyanaQiyana,53.15%,12.5
134,QuinnQuinn,48.39%,12.5
135,RakanRakan,51.86%,12.5
136,RammusRammus,45.33%,12.5
137,Rek'SaiRek'Sai,54.08%,12.5
138,RellRell,58.00%,12.5
139,Renata GlascRenata Glasc,54.14%,12.5
140,RenektonRenekton,49.67%,12.5
141,RenektonRenekton,57.32%,12.5
142,RengarRengar,48.82%,12.5
143,RengarRengar,46.15%,12.5
144,RivenRiven,59.89%,12.5
145,RumbleRumble,62.18%,12.5
146,RumbleRumble,46.67%,12.5
147,RyzeRyze,52.99%,12.5
148,SamiraSamira,51.52%,12.5
149,SejuaniSejuani,59.68%,12.5
150,SejuaniSejuani,54.69%,12.5
151,SennaSenna,53.88%,12.5
152,SeraphineSeraphine,54.59%,12.5
153,SeraphineSeraphine,54.88%,12.5
154,SettSett,51.01%,12.5
155,SettSett,47.83%,12.5
156,ShacoShaco,56.01%,12.5
157,ShacoShaco,47.92%,12.5
158,ShenShen,59.06%,12.5
159,ShyvanaShyvana,61.54%,12.5
160,ShyvanaShyvana,50.00%,12.5
161,SingedSinged,62.50%,12.5
162,SingedSinged,48.72%,12.5
163,SionSion,54.73%,12.5
164,SivirSivir,53.79%,12.5
165,SkarnerSkarner,54.74%,12.5
166,SkarnerSkarner,50.00%,12.5
167,SonaSona,46.90%,12.5
168,SorakaSoraka,54.38%,12.5
169,SwainSwain,53.57%,12.5
170,SwainSwain,54.17%,12.5
171,SylasSylas,54.68%,12.5
172,SylasSylas,55.86%,12.5
173,SyndraSyndra,54.04%,12.5
174,Tahm KenchTahm Kench,61.19%,12.5
175,Tahm KenchTahm Kench,56.62%,12.5
176,TaliyahTaliyah,61.48%,12.5
177,TaliyahTaliyah,63.89%,12.5
178,TaliyahTaliyah,51.72%,12.5
179,TalonTalon,52.75%,12.5
180,TalonTalon,50.33%,12.5
181,TaricTaric,68.97%,12.5
182,TaricTaric,50.82%,12.5
183,TeemoTeemo,49.70%,12.5
184,ThreshThresh,50.08%,12.5
185,TristanaTristana,62.03%,12.5
186,TristanaTristana,55.86%,12.5
187,TrundleTrundle,61.35%,12.5
188,TrundleTrundle,58.24%,12.5
189,TryndamereTryndamere,55.89%,12.5
190,TryndamereTryndamere,54.81%,12.5
191,Twisted FateTwisted Fate,51.32%,12.5
192,TwitchTwitch,53.91%,12.5
193,UdyrUdyr,48.60%,12.5
194,UrgotUrgot,54.62%,12.5
195,VarusVarus,44.85%,12.5
196,VayneVayne,51.97%,12.5
197,VayneVayne,50.00%,12.5
198,VeigarVeigar,54.02%,12.5
199,VeigarVeigar,52.90%,12.5
200,Vel'KozVel'Koz,58.82%,12.5
201,Vel'KozVel'Koz,54.55%,12.5
202,VexVex,54.35%,12.5
203,ViVi,55.86%,12.5
204,ViegoViego,48.10%,12.5
205,ViktorViktor,50.76%,12.5
206,VladimirVladimir,46.88%,12.5
207,VladimirVladimir,44.32%,12.5
208,VolibearVolibear,53.92%,12.5
209,VolibearVolibear,54.98%,12.5
210,WarwickWarwick,46.43%,12.5
211,WarwickWarwick,44.44%,12.5
212,WukongWukong,56.03%,12.5
213,XayahXayah,51.82%,12.5
214,XerathXerath,54.94%,12.5
215,XerathXerath,51.35%,12.5
216,XerathXerath,45.26%,12.5
217,Xin ZhaoXin Zhao,50.09%,12.5
218,YasuoYasuo,56.20%,12.5
219,YasuoYasuo,53.09%,12.5
220,YasuoYasuo,52.32%,12.5
221,YoneYone,54.41%,12.5
222,YoneYone,49.52%,12.5
223,YorickYorick,47.22%,12.5
224,YuumiYuumi,48.36%,12.5
225,ZacZac,52.79%,12.5
226,ZacZac,45.45%,12.5
227,ZacZac,47.06%,12.5
228,ZedZed,53.09%,12.5
229,ZedZed,51.67%,12.5
230,ZeriZeri,52.36%,12.5
231,ZiggsZiggs,58.33%,12.5
232,ZiggsZiggs,52.94%,12.5
233,ZileanZilean,53.42%,12.5
234,ZileanZilean,45.45%,12.5
235,ZoeZoe,55.86%,12.5
236,ZyraZyra,47.06%,12.5
