,Name,Win %,patch
97,LuxLux,49.30%,13.5
98,MalphiteMalphite,52.97%,13.5
99,MalphiteMalphite,52.31%,13.5
100,MalzaharMalzahar,46.73%,13.5
101,MaokaiMaokai,66.67%,13.5
102,MaokaiMaokai,50.00%,13.5
103,MaokaiMaokai,30.00%,13.5
104,Master YiMaster Yi,40.76%,13.5
105,Miss FortuneMiss Fortune,48.94%,13.5
106,Miss FortuneMiss Fortune,36.67%,13.5
107,MordekaiserMordekaiser,47.59%,13.5
108,MorganaMorgana,52.99%,13.5
109,NamiNami,49.24%,13.5
110,NasusNasus,51.90%,13.5
111,NasusNasus,42.55%,13.5
112,NautilusNautilus,53.22%,13.5
113,NeekoNeeko,58.33%,13.5
114,NidaleeNidalee,51.60%,13.5
115,NilahNilah,50.98%,13.5
116,NocturneNocturne,55.56%,13.5
117,NunuNunu,42.86%,13.5
118,NunuNunu,53.57%,13.5
119,OlafOlaf,62.31%,13.5
120,OlafOlaf,50.00%,13.5
121,OriannaOrianna,50.26%,13.5
122,OrnnOrnn,45.45%,13.5
123,PantheonPantheon,62.58%,13.5
124,PantheonPantheon,51.35%,13.5
125,PantheonPantheon,51.37%,13.5
126,PantheonPantheon,50.77%,13.5
127,PoppyPoppy,61.72%,13.5
128,PoppyPoppy,54.17%,13.5
129,PoppyPoppy,51.79%,13.5
130,PykePyke,54.32%,13.5
131,QiyanaQiyana,51.89%,13.5
132,QiyanaQiyana,58.97%,13.5
133,QuinnQuinn,53.23%,13.5
134,RakanRakan,54.52%,13.5
135,RammusRammus,52.91%,13.5
136,Rek'SaiRek'Sai,71.43%,13.5
137,Rek'SaiRek'Sai,55.46%,13.5
138,RellRell,55.45%,13.5
139,Renata GlascRenata Glasc,55.15%,13.5
140,RenektonRenekton,50.53%,13.5
141,RengarRengar,55.22%,13.5
142,RengarRengar,56.00%,13.5
143,RivenRiven,54.58%,13.5
144,RumbleRumble,56.71%,13.5
145,RumbleRumble,60.42%,13.5
146,RumbleRumble,54.26%,13.5
147,RyzeRyze,52.53%,13.5
148,RyzeRyze,51.61%,13.5
149,SamiraSamira,55.68%,13.5
150,SejuaniSejuani,46.45%,13.5
151,SejuaniSejuani,43.64%,13.5
152,SennaSenna,48.17%,13.5
153,SeraphineSeraphine,55.22%,13.5
154,SeraphineSeraphine,48.33%,13.5
155,SettSett,52.36%,13.5
156,ShacoShaco,44.30%,13.5
157,ShacoShaco,45.71%,13.5
158,ShenShen,55.80%,13.5
159,ShyvanaShyvana,47.62%,13.5
160,ShyvanaShyvana,53.13%,13.5
161,SingedSinged,65.52%,13.5
162,SingedSinged,53.42%,13.5
163,SionSion,48.11%,13.5
164,SionSion,58.43%,13.5
165,SivirSivir,55.90%,13.5
166,SkarnerSkarner,61.36%,13.5
167,SonaSona,52.17%,13.5
168,SorakaSoraka,48.09%,13.5
169,SwainSwain,72.00%,13.5
170,SwainSwain,56.72%,13.5
171,SwainSwain,52.63%,13.5
172,SylasSylas,53.43%,13.5
173,SylasSylas,52.16%,13.5
174,SyndraSyndra,54.79%,13.5
175,Tahm KenchTahm Kench,57.14%,13.5
176,Tahm KenchTahm Kench,47.06%,13.5
177,TaliyahTaliyah,71.15%,13.5
178,TaliyahTaliyah,53.07%,13.5
179,TalonTalon,56.34%,13.5
180,TalonTalon,44.44%,13.5
181,TaricTaric,57.48%,13.5
182,TeemoTeemo,55.04%,13.5
183,ThreshThresh,54.57%,13.5
184,TristanaTristana,52.00%,13.5
185,TristanaTristana,50.81%,13.5
186,TrundleTrundle,43.48%,13.5
187,TryndamereTryndamere,46.67%,13.5
188,TryndamereTryndamere,42.11%,13.5
189,Twisted FateTwisted Fate,54.02%,13.5
190,TwitchTwitch,52.17%,13.5
191,TwitchTwitch,50.72%,13.5
192,UdyrUdyr,52.55%,13.5
193,UrgotUrgot,33.33%,13.5
194,VarusVarus,50.67%,13.5
195,VayneVayne,54.55%,13.5
196,VayneVayne,47.69%,13.5
197,VeigarVeigar,56.27%,13.5
198,VeigarVeigar,54.64%,13.5
199,Vel'KozVel'Koz,48.72%,13.5
200,VexVex,54.35%,13.5
201,ViVi,52.71%,13.5
202,ViegoViego,51.80%,13.5
203,ViktorViktor,51.75%,13.5
204,VladimirVladimir,53.81%,13.5
205,VladimirVladimir,47.29%,13.5
206,VolibearVolibear,56.25%,13.5
207,VolibearVolibear,46.15%,13.5
208,WarwickWarwick,56.16%,13.5
209,WarwickWarwick,40.00%,13.5
210,WukongWukong,54.73%,13.5
211,WukongWukong,56.64%,13.5
212,XayahXayah,54.34%,13.5
213,XerathXerath,51.02%,13.5
214,XerathXerath,38.16%,13.5
215,Xin ZhaoXin Zhao,52.52%,13.5
216,YasuoYasuo,53.54%,13.5
217,YasuoYasuo,56.58%,13.5
218,YasuoYasuo,45.24%,13.5
219,YoneYone,51.79%,13.5
220,YoneYone,53.29%,13.5
221,YorickYorick,44.68%,13.5
222,YuumiYuumi,51.49%,13.5
223,ZacZac,54.55%,13.5
224,ZacZac,60.00%,13.5
225,ZacZac,44.44%,13.5
226,ZacZac,45.65%,13.5
227,ZedZed,52.59%,13.5
228,ZedZed,42.22%,13.5
229,ZeriZeri,54.41%,13.5
230,ZiggsZiggs,64.44%,13.5
231,ZiggsZiggs,52.08%,13.5
232,ZileanZilean,53.19%,13.5
233,ZoeZoe,57.14%,13.5
234,ZyraZyra,42.86%,13.5
