,Name,Win %,patch
56,JaxJax,55.08%,12.18
57,JayceJayce,47.83%,12.18
58,JhinJhin,54.05%,12.18
59,JinxJinx,49.71%,12.18
60,Kai'SaKai'Sa,51.42%,12.18
61,KalistaKalista,50.22%,12.18
62,KarmaKarma,49.32%,12.18
63,KarthusKarthus,62.32%,12.18
64,KarthusKarthus,53.13%,12.18
65,KarthusKarthus,46.32%,12.18
66,KassadinKassadin,50.57%,12.18
67,KatarinaKatarina,53.72%,12.18
68,KayleKayle,67.74%,12.18
69,KayleKayle,58.82%,12.18
70,KaynKayn,53.41%,12.18
71,KennenKennen,61.11%,12.18
72,Kha'ZixKha'Zix,55.24%,12.18
73,KindredKindred,58.00%,12.18
74,KledKled,51.28%,12.18
75,Kog'MawKog'Maw,40.48%,12.18
76,LeBlancLeBlanc,53.42%,12.18
77,Lee SinLee Sin,55.20%,12.18
78,LeonaLeona,55.94%,12.18
79,LilliaLillia,47.17%,12.18
80,LissandraLissandra,43.66%,12.18
81,LucianLucian,55.65%,12.18
82,LucianLucian,37.50%,12.18
83,LuluLulu,53.91%,12.18
84,LuxLux,45.45%,12.18
85,LuxLux,39.45%,12.18
86,MalphiteMalphite,39.53%,12.18
87,MalzaharMalzahar,51.85%,12.18
88,MaokaiMaokai,50.00%,12.18
89,MaokaiMaokai,53.28%,12.18
90,MaokaiMaokai,50.39%,12.18
91,Master YiMaster Yi,51.69%,12.18
92,Miss FortuneMiss Fortune,55.03%,12.18
93,MordekaiserMordekaiser,47.37%,12.18
94,MordekaiserMordekaiser,31.82%,12.18
95,MorganaMorgana,56.58%,12.18
96,MorganaMorgana,30.00%,12.18
97,NamiNami,58.78%,12.18
98,NasusNasus,52.94%,12.18
99,NautilusNautilus,53.67%,12.18
100,NeekoNeeko,66.67%,12.18
101,NidaleeNidalee,51.89%,12.18
102,NilahNilah,52.78%,12.18
103,NocturneNocturne,49.18%,12.18
104,NunuNunu,51.22%,12.18
105,OlafOlaf,60.00%,12.18
106,OlafOlaf,43.55%,12.18
107,OriannaOrianna,48.48%,12.18
108,OrnnOrnn,52.33%,12.18
109,PantheonPantheon,50.00%,12.18
110,PoppyPoppy,53.49%,12.18
111,PoppyPoppy,56.96%,12.18
112,PykePyke,47.41%,12.18
113,QiyanaQiyana,45.05%,12.18
114,QiyanaQiyana,44.44%,12.18
115,QuinnQuinn,50.00%,12.18
116,RakanRakan,47.93%,12.18
117,RammusRammus,55.36%,12.18
118,Rek'SaiRek'Sai,58.75%,12.18
119,RellRell,58.59%,12.18
120,Renata GlascRenata Glasc,57.14%,12.18
121,RenektonRenekton,46.32%,12.18
122,RenektonRenekton,51.72%,12.18
123,RengarRengar,52.63%,12.18
124,RengarRengar,52.22%,12.18
125,RivenRiven,59.21%,12.18
126,RumbleRumble,56.25%,12.18
127,RumbleRumble,52.17%,12.18
128,RyzeRyze,56.94%,12.18
129,SamiraSamira,50.82%,12.18
130,SejuaniSejuani,47.95%,12.18
131,SejuaniSejuani,42.72%,12.18
132,SennaSenna,52.58%,12.18
133,SeraphineSeraphine,54.21%,12.18
134,SeraphineSeraphine,41.38%,12.18
135,SeraphineSeraphine,40.74%,12.18
136,SettSett,55.14%,12.18
137,SettSett,43.75%,12.18
138,SettSett,56.25%,12.18
139,ShacoShaco,47.30%,12.18
140,ShenShen,51.46%,12.18
141,ShyvanaShyvana,50.00%,12.18
142,SingedSinged,56.25%,12.18
143,SingedSinged,45.61%,12.18
144,SionSion,50.00%,12.18
145,SivirSivir,54.94%,12.18
146,SkarnerSkarner,0.00%,12.18
147,SonaSona,46.67%,12.18
148,SorakaSoraka,49.70%,12.18
149,SwainSwain,57.81%,12.18
150,SwainSwain,46.94%,12.18
151,SylasSylas,54.94%,12.18
152,SyndraSyndra,47.06%,12.18
153,Tahm KenchTahm Kench,40.91%,12.18
154,Tahm KenchTahm Kench,38.10%,12.18
155,TaliyahTaliyah,59.48%,12.18
156,TaliyahTaliyah,47.66%,12.18
157,TalonTalon,47.37%,12.18
158,TalonTalon,44.44%,12.18
159,TaricTaric,56.82%,12.18
160,TeemoTeemo,43.59%,12.18
161,ThreshThresh,47.64%,12.18
162,TristanaTristana,54.40%,12.18
163,TristanaTristana,48.84%,12.18
164,TrundleTrundle,62.96%,12.18
165,TrundleTrundle,47.25%,12.18
166,TryndamereTryndamere,56.57%,12.18
167,Twisted FateTwisted Fate,46.30%,12.18
168,TwitchTwitch,49.68%,12.18
169,UdyrUdyr,50.63%,12.18
170,UdyrUdyr,38.14%,12.18
171,UrgotUrgot,55.26%,12.18
172,VarusVarus,51.92%,12.18
173,VarusVarus,31.43%,12.18
174,VayneVayne,60.98%,12.18
175,VayneVayne,55.69%,12.18
176,VeigarVeigar,47.92%,12.18
177,Vel'KozVel'Koz,0.00%,12.18
178,VexVex,58.02%,12.18
179,ViVi,45.45%,12.18
180,ViegoViego,49.32%,12.18
181,ViktorViktor,52.25%,12.18
182,VladimirVladimir,60.83%,12.18
183,VladimirVladimir,58.49%,12.18
184,VolibearVolibear,0.00%,12.18
185,WarwickWarwick,42.86%,12.18
186,WukongWukong,48.44%,12.18
187,WukongWukong,39.53%,12.18
188,XayahXayah,42.31%,12.18
189,XerathXerath,50.00%,12.18
190,XerathXerath,54.05%,12.18
191,Xin ZhaoXin Zhao,65.85%,12.18
192,YasuoYasuo,45.40%,12.18
193,YasuoYasuo,43.84%,12.18
194,YasuoYasuo,52.48%,12.18
195,YoneYone,51.22%,12.18
196,YoneYone,48.95%,12.18
197,YorickYorick,48.84%,12.18
198,YuumiYuumi,50.88%,12.18
199,ZacZac,58.82%,12.18
200,ZacZac,61.11%,12.18
201,ZacZac,40.00%,12.18
202,ZedZed,55.84%,12.18
203,ZedZed,51.28%,12.18
204,ZeriZeri,52.08%,12.18
205,ZiggsZiggs,60.87%,12.18
206,ZileanZilean,54.84%,12.18
207,ZileanZilean,47.83%,12.18
208,ZoeZoe,47.12%,12.18
209,ZyraZyra,52.17%,12.18
