,Name,Win %,patch
168,VayneVayne,41.03%,12.9
169,VayneVayne,44.12%,12.9
170,VeigarVeigar,46.96%,12.9
171,VeigarVeigar,59.26%,12.9
172,Vel'KozVel'Koz,50.00%,12.9
173,VexVex,50.99%,12.9
174,ViVi,41.18%,12.9
175,ViegoViego,50.14%,12.9
176,ViktorViktor,45.60%,12.9
177,VladimirVladimir,49.32%,12.9
178,VladimirVladimir,47.11%,12.9
179,VolibearVolibear,50.79%,12.9
180,VolibearVolibear,44.93%,12.9
181,WarwickWarwick,59.09%,12.9
182,WarwickWarwick,50.00%,12.9
183,WukongWukong,49.40%,12.9
184,WukongWukong,52.00%,12.9
185,XayahXayah,48.39%,12.9
186,XerathXerath,58.67%,12.9
187,XerathXerath,58.33%,12.9
188,Xin ZhaoXin Zhao,55.26%,12.9
189,YasuoYasuo,47.80%,12.9
190,YasuoYasuo,62.22%,12.9
191,YasuoYasuo,40.91%,12.9
192,YoneYone,46.54%,12.9
193,YoneYone,48.53%,12.9
194,YorickYorick,47.37%,12.9
195,YuumiYuumi,48.91%,12.9
196,ZacZac,48.48%,12.9
197,ZedZed,48.35%,12.9
198,ZedZed,52.87%,12.9
199,ZeriZeri,50.00%,12.9
200,ZiggsZiggs,42.42%,12.9
201,ZileanZilean,50.57%,12.9
202,ZoeZoe,54.79%,12.9
203,ZyraZyra,46.67%,12.9
