,Name,Win %,patch
181,VayneVayne,49.05%,12.12
182,VayneVayne,44.23%,12.12
183,VeigarVeigar,52.03%,12.12
184,VeigarVeigar,45.16%,12.12
185,Vel'KozVel'Koz,58.33%,12.12
186,VexVex,60.00%,12.12
187,ViVi,47.37%,12.12
188,ViegoViego,48.81%,12.12
189,ViktorViktor,56.96%,12.12
190,VladimirVladimir,48.04%,12.12
191,VladimirVladimir,43.66%,12.12
192,VolibearVolibear,55.56%,12.12
193,VolibearVolibear,54.55%,12.12
194,WarwickWarwick,57.78%,12.12
195,WarwickWarwick,51.61%,12.12
196,WukongWukong,50.57%,12.12
197,WukongWukong,50.00%,12.12
198,XayahXayah,48.63%,12.12
199,XerathXerath,61.90%,12.12
200,XerathXerath,46.53%,12.12
201,Xin ZhaoXin Zhao,50.96%,12.12
202,YasuoYasuo,47.17%,12.12
203,YasuoYasuo,58.97%,12.12
204,YasuoYasuo,56.88%,12.12
205,YoneYone,54.44%,12.12
206,YoneYone,48.21%,12.12
207,YorickYorick,51.16%,12.12
208,YuumiYuumi,45.51%,12.12
209,ZacZac,52.73%,12.12
210,ZacZac,41.94%,12.12
211,ZedZed,47.24%,12.12
212,ZedZed,40.00%,12.12
213,ZeriZeri,53.73%,12.12
214,ZiggsZiggs,65.71%,12.12
215,ZileanZilean,54.17%,12.12
216,ZileanZilean,40.34%,12.12
217,ZoeZoe,48.15%,12.12
218,ZyraZyra,73.53%,12.12
