,Name,Win %,patch
52,GravesGraves,45.11%,13.3
53,GwenGwen,57.24%,13.3
54,HecarimHecarim,49.47%,13.3
55,HeimerdingerHeimerdinger,57.93%,13.3
56,HeimerdingerHeimerdinger,48.65%,13.3
57,HeimerdingerHeimerdinger,32.14%,13.3
58,HeimerdingerHeimerdinger,45.45%,13.3
59,IllaoiIllaoi,47.09%,13.3
60,IreliaIrelia,51.79%,13.3
61,IreliaIrelia,55.02%,13.3
62,IvernIvern,44.19%,13.3
63,JannaJanna,54.10%,13.3
64,Jarvan IVJarvan IV,53.41%,13.3
65,JaxJax,53.77%,13.3
66,JayceJayce,48.43%,13.3
67,JayceJayce,57.59%,13.3
68,JhinJhin,54.18%,13.3
69,JinxJinx,50.27%,13.3
70,K'SanteK'Sante,52.48%,13.3
71,K'SanteK'Sante,51.52%,13.3
72,Kai'SaKai'Sa,51.58%,13.3
73,KalistaKalista,50.63%,13.3
74,KarmaKarma,48.80%,13.3
75,KarthusKarthus,51.33%,13.3
76,KarthusKarthus,50.00%,13.3
77,KarthusKarthus,55.04%,13.3
78,KassadinKassadin,50.45%,13.3
79,KatarinaKatarina,52.06%,13.3
80,KayleKayle,56.14%,13.3
81,KayleKayle,43.59%,13.3
82,KaynKayn,50.55%,13.3
83,KennenKennen,60.61%,13.3
84,Kha'ZixKha'Zix,51.83%,13.3
85,KindredKindred,51.47%,13.3
86,KledKled,56.21%,13.3
87,Kog'MawKog'Maw,58.90%,13.3
88,LeBlancLeBlanc,48.78%,13.3
89,Lee SinLee Sin,52.65%,13.3
90,Lee SinLee Sin,56.82%,13.3
91,LeonaLeona,48.10%,13.3
92,LilliaLillia,54.82%,13.3
93,LissandraLissandra,40.00%,13.3
94,LucianLucian,53.21%,13.3
95,LuluLulu,51.50%,13.3
96,LuxLux,59.81%,13.3
97,LuxLux,48.36%,13.3
98,MalphiteMalphite,53.74%,13.3
99,MalzaharMalzahar,42.55%,13.3
100,MaokaiMaokai,53.83%,13.3
101,MaokaiMaokai,57.75%,13.3
102,Master YiMaster Yi,58.33%,13.3
103,Master YiMaster Yi,48.73%,13.3
104,Miss FortuneMiss Fortune,48.48%,13.3
105,Miss FortuneMiss Fortune,47.62%,13.3
106,MordekaiserMordekaiser,59.84%,13.3
107,MordekaiserMordekaiser,41.67%,13.3
108,MorganaMorgana,52.25%,13.3
109,NamiNami,48.77%,13.3
110,NasusNasus,50.00%,13.3
111,NasusNasus,47.83%,13.3
112,NautilusNautilus,51.24%,13.3
113,NeekoNeeko,68.18%,13.3
114,NidaleeNidalee,54.12%,13.3
115,NilahNilah,57.66%,13.3
116,NocturneNocturne,50.00%,13.3
117,NunuNunu,54.23%,13.3
118,OlafOlaf,56.57%,13.3
119,OriannaOrianna,52.27%,13.3
120,OrnnOrnn,58.06%,13.3
121,PantheonPantheon,63.49%,13.3
122,PantheonPantheon,58.12%,13.3
123,PantheonPantheon,60.00%,13.3
124,PoppyPoppy,59.52%,13.3
125,PoppyPoppy,51.76%,13.3
126,PoppyPoppy,53.66%,13.3
127,PykePyke,50.17%,13.3
128,QiyanaQiyana,52.81%,13.3
129,QiyanaQiyana,45.83%,13.3
130,QuinnQuinn,54.55%,13.3
131,QuinnQuinn,47.22%,13.3
132,RakanRakan,58.72%,13.3
133,RammusRammus,41.18%,13.3
134,Rek'SaiRek'Sai,55.07%,13.3
135,RellRell,59.63%,13.3
136,Renata GlascRenata Glasc,47.47%,13.3
137,RenektonRenekton,55.19%,13.3
138,RenektonRenekton,45.10%,13.3
139,RengarRengar,48.65%,13.3
140,RengarRengar,45.31%,13.3
141,RivenRiven,56.60%,13.3
142,RumbleRumble,62.18%,13.3
143,RumbleRumble,56.58%,13.3
144,RyzeRyze,64.71%,13.3
145,RyzeRyze,48.11%,13.3
146,SamiraSamira,53.18%,13.3
147,SejuaniSejuani,58.22%,13.3
148,SennaSenna,47.20%,13.3
149,SeraphineSeraphine,47.14%,13.3
150,SeraphineSeraphine,43.55%,13.3
151,SettSett,49.07%,13.3
152,SettSett,31.82%,13.3
153,ShacoShaco,45.18%,13.3
154,ShacoShaco,50.00%,13.3
155,ShenShen,56.21%,13.3
156,ShyvanaShyvana,37.04%,13.3
157,SingedSinged,47.06%,13.3
158,SionSion,53.82%,13.3
159,SivirSivir,51.79%,13.3
160,SkarnerSkarner,59.82%,13.3
161,SonaSona,54.89%,13.3
162,SorakaSoraka,50.25%,13.3
163,SwainSwain,58.11%,13.3
164,SwainSwain,54.05%,13.3
165,SylasSylas,48.78%,13.3
166,SylasSylas,50.71%,13.3
167,SyndraSyndra,48.73%,13.3
168,Tahm KenchTahm Kench,47.22%,13.3
169,TaliyahTaliyah,57.45%,13.3
170,TaliyahTaliyah,52.17%,13.3
171,TalonTalon,53.95%,13.3
172,TalonTalon,53.97%,13.3
173,TaricTaric,47.50%,13.3
174,TeemoTeemo,50.00%,13.3
175,ThreshThresh,51.11%,13.3
176,TristanaTristana,56.20%,13.3
177,TristanaTristana,51.85%,13.3
178,TrundleTrundle,53.57%,13.3
179,TryndamereTryndamere,56.91%,13.3
180,TryndamereTryndamere,57.38%,13.3
181,Twisted FateTwisted Fate,44.16%,13.3
182,TwitchTwitch,54.27%,13.3
183,TwitchTwitch,50.21%,13.3
184,UdyrUdyr,50.75%,13.3
185,UdyrUdyr,50.00%,13.3
186,UrgotUrgot,36.73%,13.3
187,VarusVarus,50.64%,13.3
188,VayneVayne,54.05%,13.3
189,VayneVayne,51.43%,13.3
190,VeigarVeigar,38.96%,13.3
191,Vel'KozVel'Koz,65.88%,13.3
192,VexVex,45.68%,13.3
193,ViVi,53.50%,13.3
194,ViegoViego,48.56%,13.3
195,ViktorViktor,51.47%,13.3
196,VladimirVladimir,53.08%,13.3
197,VladimirVladimir,42.37%,13.3
198,VolibearVolibear,47.13%,13.3
199,VolibearVolibear,50.00%,13.3
200,WarwickWarwick,47.46%,13.3
201,WarwickWarwick,38.89%,13.3
202,WukongWukong,52.49%,13.3
203,WukongWukong,40.43%,13.3
204,XayahXayah,57.64%,13.3
205,XerathXerath,32.56%,13.3
206,XerathXerath,40.26%,13.3
207,Xin ZhaoXin Zhao,47.92%,13.3
208,YasuoYasuo,48.04%,13.3
209,YasuoYasuo,49.02%,13.3
210,YasuoYasuo,54.22%,13.3
211,YoneYone,54.45%,13.3
212,YoneYone,52.81%,13.3
213,YorickYorick,52.43%,13.3
214,YuumiYuumi,50.31%,13.3
215,ZacZac,51.75%,13.3
216,ZacZac,48.84%,13.3
217,ZedZed,51.47%,13.3
218,ZedZed,57.83%,13.3
219,ZeriZeri,57.60%,13.3
220,ZiggsZiggs,46.67%,13.3
221,ZiggsZiggs,52.83%,13.3
222,ZileanZilean,52.50%,13.3
223,ZoeZoe,59.89%,13.3
224,ZyraZyra,50.60%,13.3
